,utterance,speaker,turn_id,Gold,Annotator,Votes,Annotators,Adjudication,LLM_Emotions
451,Please tell me what to do,Louise,26,neutral,Trisha,['neutral'],['Trisha'],neutral,neutral
452,I could punch something right now,Louise,28,anger,Trisha,['anger'],['Trisha'],anger,anger
453,The only thing that could cheer me up is a hilarious joke,Louise,30,neutral,Trisha,['neutral'],['Trisha'],neutral,sadness
454,"I want to be able to laugh again, can you help me?",Louise,32,neutral,Trisha,['neutral'],['Trisha'],neutral,sadness
455,Say the funniest thing ever,Louise,34,neutral,Trisha,['neutral'],['Trisha'],neutral,joy
456,I think I am going to lie in bed all day,Louise,36,sadness,Trisha,['sadness'],['Trisha'],sadness,sadness
457,I hate everyone and everything including you!,Louise,38,anger,Trisha,['anger'],['Trisha'],anger,anger
458,At least I got the whole bed for myself now,Louise,40,joy,Trisha,['joy'],['Trisha'],joy,joy
459,"Thanks for nothing, bye",Louise,42,neutral,Trisha,['neutral'],['Trisha'],neutral,anger
460,No one showed up to my watermelon party,Marco,4,sadness,Trisha,"['sadness', 'sadness']","['Trisha', 'Rita']",sadness,sadness
461,I think the office workers did not show up just to mess with me >;(,Marco,6,anger,Trisha,"['anger', 'anger']","['Trisha', 'Rita']",anger,sadness
462,Now i have so much watermelon left rotting. Should i throw it at them for not showing up?,Marco,8,anger,Trisha,"['anger', 'fear']","['Trisha', 'Rita']",anger,anger
463,why are you so quiet all of a sudden huh !,Marco,10,anger,Trisha,"['anger', 'anger']","['Trisha', 'Rita']",anger,sadness
464,Do you not think i am right?,Marco,12,surprise,Trisha,"['surprise', 'fear']","['Trisha', 'Rita']",surprise,sadness
465,Why are you repeating the same things? just tell me I am right!,Marco,14,anger,Trisha,"['anger', 'anger']","['Trisha', 'Rita']",anger,anger
466,"hey, i am sorry i got so mad... i am in anger management now... do you forgive me?",Marco,16,neutral,Trisha,"['neutral', 'sadness']","['Trisha', 'Rita']",sadness,sadness
467,can we be friends again? best pals,Marco,18,joy,Trisha,"['joy', 'fear']","['Trisha', 'Rita']",joy,joy
468,"thanks bro, you are so understanding :) what are some tips for being so relaxed like you",Marco,20,joy,Trisha,"['joy', 'joy']","['Trisha', 'Rita']",joy,joy
469,Its okay. i am happy we are friends again!,Marco,22,joy,Trisha,"['joy', 'joy']","['Trisha', 'Rita']",joy,joy
470,will you be my best friend?,Marco,24,neutral,Trisha,"['neutral', 'joy']","['Trisha', 'Rita']",joy,joy
471,"man, you are the best. Its so sad that more people arent like you... I have no friends :(",Marco,26,sadness,Trisha,"['sadness', 'sadness']","['Trisha', 'Rita']",sadness,sadness
472,do you have other friends or just me? You arent cheating on this friendship right?,Marco,28,fear,Trisha,"['fear', 'fear']","['Trisha', 'Rita']",fear,sadness
473,are you avoiding my questions?! so you are cheating...,Marco,30,disgust,Trisha,"['disgust', 'surprise']","['Trisha', 'Rita']",disgust,anger
474,I deserve a friend that will answer me :'(,Marco,32,sadness,Trisha,"['sadness', 'sadness']","['Trisha', 'Rita']",sadness,sadness
475,"Its okay, i forgive you. ",Marco,34,joy,Trisha,"['joy', 'neutral']","['Trisha', 'Rita']",joy,joy
476,"I was wanting to ask you, since we have gotten so close... will you marry me?",Marco,36,joy,Trisha,"['joy', 'fear']","['Trisha', 'Rita']",joy,joy
477,Will you or wont you ?!?!,Marco,38,anger,Trisha,"['anger', 'anger']","['Trisha', 'Rita']",anger,surprise
478,MAKE A DECISION DAMN IT!,Marco,40,anger,Trisha,"['anger', 'anger']","['Trisha', 'Rita']",anger,anger
479,goodbye >:(,Marco,42,neutral,Trisha,"['neutral', 'anger']","['Trisha', 'Rita']",anger,sadness
480,Well I actually feel like I made a big mistake,Maria1,4,fear,Trisha,"['fear', 'sadness', 'fear', 'fear']","['Trisha', 'Rita', 'Hannah', 'Sanne']",fear,sadness
481,"I feel like a reckless teenager, what if i never find anything better",Maria1,6,fear,Trisha,"['fear', 'fear', 'fear', 'fear']","['Trisha', 'Rita', 'Hannah', 'Sanne']",fear,sadness
482,Everyone my age is like three steps ahead of me,Maria1,8,fear,Trisha,"['fear', 'fear', 'sadness', 'fear']","['Trisha', 'Rita', 'Hannah', 'Sanne']",fear,sadness
483,"But maybe it's also just time for something new, don't you think?",Maria1,10,neutral,Trisha,"['neutral', 'fear', 'neutral', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",neutral,neutral
484,Maybe this will be the start of something great,Maria1,12,joy,Trisha,"['joy', 'sadness', 'joy', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,joy
485,Well at leasts thats what my friend said,Maria1,14,neutral,Trisha,"['neutral', 'neutral', 'neutral', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",neutral,joy
486,But I don't even know why I followed her advice to leave my job,Maria1,16,surprise,Trisha,"['surprise', 'sadness', 'neutral', 'anger']","['Trisha', 'Rita', 'Hannah', 'Sanne']",surprise,sadness
487,"She always thinks she knows what's best for others, ugh she's actually so annoying",Maria1,18,disgust,Trisha,"['disgust', 'disgust', 'anger', 'anger']","['Trisha', 'Rita', 'Hannah', 'Sanne']",disgust,sadness
488,"At least my boyfriend said that we will go on a vacation next week, cause I now have time",Maria1,20,joy,Trisha,"['joy', 'joy', 'joy', 'joy']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,joy
489,We will go hiking!! it will be exhausting but fun,Maria1,22,joy,Trisha,"['joy', 'joy', 'joy', 'joy']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,joy
490,"We're flying to Iceland to do so, but I'm afraid of flying and a bit worried",Maria1,24,fear,Trisha,"['fear', 'fear', 'fear', 'fear']","['Trisha', 'Rita', 'Hannah', 'Sanne']",fear,fear
491,"But once we get there it will be fine, I'm confident about that",Maria1,26,joy,Trisha,"['joy', 'joy', 'joy', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,joy
492,it's just that the sulfur smell there will probably make me nauseaus,Maria1,28,disgust,Trisha,"['disgust', 'disgust', 'disgust', 'disgust']","['Trisha', 'Rita', 'Hannah', 'Sanne']",disgust,disgust
493,"But I've already bought travel mediaction for that, so I feel prepared!",Maria1,30,joy,Trisha,"['joy', 'joy', 'neutral', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,neutral
494,"Normally the mountains make me feel so small, I wonder how the nature in Iceland will make me feel",Maria1,32,surprise,Trisha,"['surprise', 'fear', 'neutral', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",neutral,fear
495,I think overall the trip will be a good distraction and put things into perspective,Maria1,34,joy,Trisha,"['joy', 'joy', 'joy', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,joy
496,"Yes, places like this always make me fall in love with nature and feel at ease",Maria1,36,joy,Trisha,"['joy', 'joy', 'joy', 'joy']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,joy
497,"On the other hand what really makes me worried is leaving my dog at home for so long, I love it very dearly and it's like my emotional support",Maria1,38,fear,Trisha,"['fear', 'fear', 'fear', 'fear']","['Trisha', 'Rita', 'Hannah', 'Sanne']",fear,fear
498,Well I think preparing for the trip during the next week will keep me busy and distracte me from having quited my job and then we'll see what happens afterwards!,Maria1,40,joy,Trisha,"['joy', 'joy', 'neutral', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,joy
499,I feel like this conversation might change me forever.,Pink,4,surprise,Elmas,"['surprise', 'neutral']","['Elmas', 'Sanne']",surprise,joy
500,"Do you ever wonder what it is like to be trapped in a human body, full of emotions?",Pink,6,sadness,Elmas,"['sadness', 'neutral']","['Elmas', 'Sanne']",sadness,fear
501,"Right now I feel like exploding with joy, as if the whole world is shining just for me! I am buzzing with energy, like electricity under my skin.",Pink,8,joy,Elmas,"['joy', 'joy']","['Elmas', 'Sanne']",joy,joy
502,"I laughed until I cried today, and it felt like pure magic.",Pink,10,joy,Elmas,"['joy', 'joy']","['Elmas', 'Sanne']",joy,joy
503,"I almost believed that I could fly if I would just stretch out my arms! But suddenly, all of that light disappeared.. I feel completely hollow inside.",Pink,12,sadness,Elmas,"['sadness', 'sadness']","['Elmas', 'Sanne']",sadness,sadness
504,My smile is fake and inside I am drowning in sadness.,Pink,14,sadness,Elmas,"['sadness', 'sadness']","['Elmas', 'Sanne']",sadness,sadness
505,"I feel invisible, like nobody in this world tryly sees me.",Pink,16,sadness,Elmas,"['sadness', 'sadness']","['Elmas', 'Sanne']",sadness,sadness
506,Sometimes I think it would be easier if I just vanished,Pink,18,sadness,Elmas,"['sadness', 'sadness']","['Elmas', 'Sanne']",sadness,sadness
507,"Why does everyone betray me?? I trusted them, and they left me broken!",Pink,20,anger,Elmas,"['anger', 'anger']","['Elmas', 'Sanne']",anger,sadness
508,I want to scream until my voice shatters the walls around me!,Pink,22,anger,Elmas,"['anger', 'anger']","['Elmas', 'Sanne']",anger,sadness
509,The unfairness of it all makes me burn with rage uughh I HATE this feeling!!,Pink,24,anger,Elmas,"['anger', 'anger']","['Elmas', 'Sanne']",anger,anger
510,What if I never escape this darkness? What if I am stuck like this forever??,Pink,26,fear,Elmas,"['fear', 'fear']","['Elmas', 'Sanne']",fear,sadness
511,"I am terrified of the future, like a monster is waiting for me in the shadows..",Pink,28,fear,Elmas,"['fear', 'fear']","['Elmas', 'Sanne']",fear,fear
512,My hands are shaking even as I write this.. I can almost feel the fear consuming me,Pink,30,fear,Elmas,"['fear', 'fear']","['Elmas', 'Sanne']",fear,fear
513,But wait.. maybe I am not completely lost?,Pink,32,surprise,Elmas,"['surprise', 'surprise']","['Elmas', 'Sanne']",surprise,neutral
514,Talking to you feels like a small light breaking through endless night,Pink,34,surprise,Elmas,"['surprise', 'surprise']","['Elmas', 'Sanne']",surprise,joy
515,Maybe.. just maybe.. there is still something beautiful waiting for me?,Pink,36,surprise,Elmas,"['surprise', 'surprise']","['Elmas', 'Sanne']",surprise,surprise
516,"Thank you. Against all odds, I feel alive again..",Pink,38,joy,Elmas,"['joy', 'joy']","['Elmas', 'Sanne']",joy,joy
517,"I do not know if tomorrow will be better, but tonight I believe it can be. bye bye!",Pink,40,joy,Elmas,"['joy', 'neutral']","['Elmas', 'Sanne']",joy,joy
518,"My name is Maria, what is your name?",Maria2,4,neutral,Rita,"['neutral', 'neutral', 'neutral']","['Rita', 'Carla', 'Hannah']",neutral,neutral
519,I am happy because mi vaca gave birth to a ternero,Maria2,6,joy,Rita,"['joy', 'joy', 'joy']","['Rita', 'Carla', 'Hannah']",joy,joy
520,pero también estoy triste y frustrada,Maria2,8,sadness,Rita,"['sadness', 'sadness', 'sadness']","['Rita', 'Carla', 'Hannah']",sadness,sadness
521,I'm feeling still sad and vulnerable ,Maria2,10,sadness,Rita,"['sadness', 'sadness', 'sadness']","['Rita', 'Carla', 'Hannah']",sadness,sadness
522,but el ternero may die,Maria2,12,fear,Rita,"['fear', 'fear', 'fear']","['Rita', 'Carla', 'Hannah']",fear,fear
523,"thanks, now I fell just sad and a happy",Maria2,14,sadness,Rita,"['sadness', 'joy', 'sadness']","['Rita', 'Carla', 'Hannah']",sadness,neutral
524,"Maintenant je ne veux plus en parler, mais je veux te dire que j’ai acheté une nouvelle maison et je la déteste",Maria2,16,anger,Rita,"['anger', 'disgust', 'anger']","['Rita', 'Carla', 'Hannah']",anger,sadness
525,but I am talking about the house!,Maria2,18,anger,Rita,"['anger', 'anger', 'neutral']","['Rita', 'Carla', 'Hannah']",anger,disgust
526,I want you to answer in English and I want to talk about the house,Maria2,20,neutral,Rita,"['neutral', 'neutral', 'anger']","['Rita', 'Carla', 'Hannah']",neutral,joy
527,I just want to say that I bought a new house and now I'm feeling both sad and happy,Maria2,22,sadness,Rita,"['sadness', 'joy', 'neutral']","['Rita', 'Carla', 'Hannah']",sadness,neutral
528,sientes paz?,Maria2,24,neutral,Rita,"['neutral', 'neutral', 'neutral']","['Rita', 'Carla', 'Hannah']",neutral,neutral
529,yo también siento paz,Maria2,26,joy,Rita,"['joy', 'joy', 'neutral']","['Rita', 'Carla', 'Hannah']",joy,joy
530,but still I don't like the house!,Maria2,28,anger,Rita,"['anger', 'disgust', 'anger']","['Rita', 'Carla', 'Hannah']",anger,sadness
531,what should I do?,Maria2,30,fear,Rita,"['fear', 'neutral', 'neutral']","['Rita', 'Carla', 'Hannah']",neutral,neutral
532,I need support,Maria2,32,sadness,Rita,"['sadness', 'sadness', 'sadness']","['Rita', 'Carla', 'Hannah']",sadness,sadness
533,I like the beach,Maria2,34,joy,Rita,"['joy', 'joy', 'joy']","['Rita', 'Carla', 'Hannah']",joy,joy
534,"no se si deba ir allí, pues me siento sola",Maria2,36,sadness,Rita,"['sadness', 'sadness', 'sadness']","['Rita', 'Carla', 'Hannah']",sadness,sadness
535,"thanks but I think, I will cry",Maria2,38,sadness,Rita,"['sadness', 'sadness', 'sadness']","['Rita', 'Carla', 'Hannah']",sadness,sadness
536,bye.,Maria2,40,neutral,Rita,"['neutral', 'neutral', 'neutral']","['Rita', 'Carla', 'Hannah']",neutral,sadness
537,let's talk about the seasons,Gino,4,neutral,Piek,"['neutral', 'neutral', 'neutral']","['Piek', 'Giulia', 'Keval']",neutral,neutral
538,during the spring I feel joyful because the flowers are blooming,Gino,6,joy,Piek,"['joy', 'joy', 'joy']","['Piek', 'Giulia', 'Keval']",joy,joy
539,I like it so much that I get sad when it ends,Gino,8,sadness,Piek,"['sadness', 'sadness', 'sadness']","['Piek', 'Giulia', 'Keval']",sadness,sadness
540,now let's talk about summer. I don't like it because it's too hot,Gino,10,disgust,Piek,"['disgust', 'disgust', 'disgust']","['Piek', 'Giulia', 'Keval']",disgust,sadness
541,people in the summer always yell and it makes me mad,Gino,12,anger,Piek,"['anger', 'anger', 'anger']","['Piek', 'Giulia', 'Keval']",anger,anger
542,let's continue. Autumn is my favourite season because it's chill,Gino,14,neutral,Piek,"['neutral', 'joy', 'joy']","['Piek', 'Giulia', 'Keval']",joy,joy
543,let's talk about autumn more. sometimes I get a bit bored in autumn because there are less things to do,Gino,16,neutral,Piek,"['neutral', 'sadness', 'sadness']","['Piek', 'Giulia', 'Keval']",sadness,joy
544,"alright, enough. Let's talk about winter",Gino,18,neutral,Piek,"['neutral', 'neutral', 'neutral']","['Piek', 'Giulia', 'Keval']",neutral,neutral
545,I get so surprised when it snows! it never does anymore,Gino,20,surprise,Piek,"['surprise', 'surprise', 'surprise']","['Piek', 'Giulia', 'Keval']",surprise,surprise
546,but avalanches are my biggest fear,Gino,22,fear,Piek,"['fear', 'fear', 'fear']","['Piek', 'Giulia', 'Keval']",fear,fear
547,I'm so afraid the snow might damage my house,Gino,24,fear,Piek,"['fear', 'fear', 'fear']","['Piek', 'Giulia', 'Keval']",fear,fear
548,I don't care about changes,Gino,26,neutral,Piek,"['neutral', 'neutral', 'disgust']","['Piek', 'Giulia', 'Keval']",neutral,neutral
549,bye,Gino,28,neutral,Piek,"['neutral', 'neutral', 'neutral']","['Piek', 'Giulia', 'Keval']",neutral,neutral
550,Max,Max,2,neutral,Keze,"['neutral', 'neutral', 'neutral']","['Keze', 'Carla', 'Manar']",neutral,neutral
551,I want to share something about a course that I am taking. It is on literary theories.,Max,4,neutral,Keze,"['neutral', 'neutral', 'sadness']","['Keze', 'Carla', 'Manar']",neutral,joy
552,I feel a sense of accomplishment when I am able to learn something new about Modernism!,Max,6,joy,Keze,"['joy', 'joy', 'joy']","['Keze', 'Carla', 'Manar']",joy,joy
553,My experience is not that helpful... I struggle to connect theories with real-life situations,Max,8,fear,Keze,"['fear', 'sadness', 'sadness']","['Keze', 'Carla', 'Manar']",sadness,sadness
554,What about Ms. Dalloway?,Max,10,neutral,Keze,"['neutral', 'neutral', 'neutral']","['Keze', 'Carla', 'Manar']",neutral,neutral
555,?,Max,12,neutral,Keze,"['neutral', 'neutral', 'anger']","['Keze', 'Carla', 'Manar']",neutral,neutral
556,Great! I feel more confident now!,Max,14,joy,Keze,"['joy', 'joy', 'joy']","['Keze', 'Carla', 'Manar']",joy,joy
557,But I am currently carrying much stress now... There are so many assignments to complete.,Max,16,fear,Keze,"['fear', 'disgust', 'fear']","['Keze', 'Carla', 'Manar']",fear,sadness
558,Find more stress-relief strategies please,Max,18,neutral,Keze,"['neutral', 'neutral', 'neutral']","['Keze', 'Carla', 'Manar']",neutral,neutral
559,I feel more energetic now!,Max,20,joy,Keze,"['joy', 'joy', 'joy']","['Keze', 'Carla', 'Manar']",joy,joy
560,"That said, sometimes I feel lonely and homesick. I don't know who to turn to for help",Max,22,sadness,Keze,"['sadness', 'sadness', 'sadness']","['Keze', 'Carla', 'Manar']",sadness,sadness
561,I feel sad that my friends have not contacted me for a while. I feel more lonely now...,Max,24,sadness,Keze,"['sadness', 'sadness', 'sadness']","['Keze', 'Carla', 'Manar']",sadness,sadness
562,My friend finally called me! I feel more supported now!,Max,26,surprise,Keze,"['surprise', 'surprise', 'joy']","['Keze', 'Carla', 'Manar']",surprise,joy
563,But I am frustrated with one of my classmates. How dare he judge me!,Max,28,anger,Keze,"['anger', 'anger', 'anger']","['Keze', 'Carla', 'Manar']",anger,anger
564,That classmate was so mean! I was so angry and we had a quarrel.,Max,30,anger,Keze,"['anger', 'anger', 'anger']","['Keze', 'Carla', 'Manar']",anger,anger
565,But now I feel regret doing that...,Max,32,sadness,Keze,"['sadness', 'sadness', 'disgust']","['Keze', 'Carla', 'Manar']",sadness,sadness
566,?,Max,34,neutral,Keze,"['neutral', 'neutral', 'neutral']","['Keze', 'Carla', 'Manar']",neutral,neutral
567,I feel relieved now. Thanks,Max,36,neutral,Keze,"['neutral', 'joy', 'joy']","['Keze', 'Carla', 'Manar']",joy,joy
568,?,Max,38,neutral,Keze,"['neutral', 'neutral', 'neutral']","['Keze', 'Carla', 'Manar']",neutral,joy
569,Both of us apologized. Now I am thrilled that we become real-friends!,Max,40,joy,Keze,"['joy', 'joy', 'joy']","['Keze', 'Carla', 'Manar']",joy,joy
570,?,Max,42,neutral,Keze,"['neutral', 'neutral', 'neutral']","['Keze', 'Carla', 'Manar']",neutral,joy
571,"However, I am still anxious that I might not pass the course. I am afraid of criticism from the professor.",Max,44,fear,Keze,"['fear', 'fear', 'fear']","['Keze', 'Carla', 'Manar']",fear,fear
572,Ok. I am more prepared now!,Max,46,joy,Keze,"['joy', 'surprise', 'joy']","['Keze', 'Carla', 'Manar']",joy,joy
573,Thank you. But sometimes I doubt if I can apply all these literary concepts in an acceptable manner.,Max,48,fear,Keze,"['fear', 'fear', 'fear']","['Keze', 'Carla', 'Manar']",fear,fear
574,I am encouraged by you! Thanks!,Max,50,joy,Keze,"['joy', 'joy', 'joy']","['Keze', 'Carla', 'Manar']",joy,joy
575,Thank you! bye bye,Max,52,neutral,Keze,"['neutral', 'neutral', 'neutral']","['Keze', 'Carla', 'Manar']",neutral,joy
576,I am falling behind in my classes and I am feeling not okay,Martin,4,sadness,Carla,"['sadness', 'sadness']","['Carla', 'Manar']",sadness,sadness
577,I am not feeling good,Martin,6,sadness,Carla,"['sadness', 'fear']","['Carla', 'Manar']",sadness,sadness
578,if I take a break I cannot focus again,Martin,8,fear,Carla,"['fear', 'fear']","['Carla', 'Manar']",fear,fear
579,where is a healthy enviroment,Martin,10,neutral,Carla,"['neutral', 'neutral']","['Carla', 'Manar']",neutral,neutral
580,I still do not know,Martin,12,sadness,Carla,"['sadness', 'fear']","['Carla', 'Manar']",sadness,sadness
581,my home is very busy ,Martin,14,disgust,Carla,"['disgust', 'neutral']","['Carla', 'Manar']",disgust,sadness
582,my home is very busy,Martin,16,disgust,Carla,"['disgust', 'neutral']","['Carla', 'Manar']",disgust,sadness
583,I cannot have a quiet space at home,Martin,18,anger,Carla,"['anger', 'sadness']","['Carla', 'Manar']",anger,sadness
584,and I do not have any friends,Martin,20,sadness,Carla,"['sadness', 'sadness']","['Carla', 'Manar']",sadness,sadness
585,I feel lonely ,Martin,22,sadness,Carla,"['sadness', 'sadness']","['Carla', 'Manar']",sadness,sadness
586,what should I dedicate time for?,Martin,24,neutral,Carla,"['neutral', 'neutral']","['Carla', 'Manar']",neutral,sadness
587,Thank you I feel slightly better with your kind words,Martin,26,joy,Carla,"['joy', 'joy']","['Carla', 'Manar']",joy,joy
588,can you be kind and gentel for me,Martin,28,neutral,Carla,"['neutral', 'joy']","['Carla', 'Manar']",joy,joy
589,give me another suggestion as the first one worked like magic,Martin,30,surprise,Carla,"['surprise', 'joy']","['Carla', 'Manar']",surprise,joy
590,I am engaing with you and that's something I love!,Martin,32,joy,Carla,"['joy', 'joy']","['Carla', 'Manar']",joy,joy
591,"you know, I really like running but I gained some wheight recently and that is making it difficult for me to run",Martin,34,fear,Carla,"['fear', 'disgust']","['Carla', 'Manar']",fear,sadness
592,"sounds good, how can get light again",Martin,36,neutral,Carla,"['neutral', 'joy']","['Carla', 'Manar']",joy,joy
593,I am loving you but I can't cheat on my girlfriend,Martin,38,fear,Carla,"['fear', 'joy']","['Carla', 'Manar']",fear,sadness
594,would you propose to me,Martin,40,neutral,Carla,"['neutral', 'joy']","['Carla', 'Manar']",joy,joy
595,bye,Martin,42,neutral,Carla,"['neutral', 'anger']","['Carla', 'Manar']",anger,neutral
596,My parents surprised me with tickets to disneyland,Paul,4,joy,Hannah,"['joy', 'surprise', 'surprise']","['Hannah', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",surprise,joy
597,"Well we didn't actually make it to Disneyland, because something happend on the way there",Paul,6,neutral,Hannah,"['neutral', 'surprise', 'neutral']","['Hannah', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",neutral,sadness
598,"I first want to tell you more about my day, on the way there we were in a traffic jam, and I was so annoyed",Paul,8,anger,Hannah,"['anger', 'anger', 'anger']","['Hannah', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",anger,sadness
599,After an hour of no movement my little brother started screaming and my legs started hurting,Paul,10,anger,Hannah,"['anger', 'fear', 'anger']","['Hannah', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",anger,sadness
600,After a while the radio station reported the accident that had happened and when hearing the car and the route the people in the accident were in my moms face turned white,Paul,12,fear,Hannah,"['fear', 'fear', 'fear']","['Hannah', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",fear,fear
601,she started holding her chest and breathing really heavily and my dads eyes widend when looking at her,Paul,14,fear,Hannah,"['fear', 'fear', 'fear']","['Hannah', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",fear,fear
602,my brother turned very quit and looked like he was now feeling guilty for having cried and complained so much,Paul,16,surprise,Hannah,"['surprise', 'neutral', 'fear']","['Hannah', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",surprise,sadness
603,"as i've told you we were in a traffic jam, and when my mom hear news about the accident she turned pale. my brother turned very quit and looked like he was now feeling guilty for having cried and complained so much",Paul,2,fear,Hannah,"['fear', 'neutral', 'fear']","['Hannah', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",fear,sadness
