,utterance,speaker,turn_id,Gold,Annotator,Votes,Annotators,Adjudication,Go_Ekman,Go_EkmanScore,Go,GoScore
352,"How can I help my cat feel better, actually?",Brenda,36,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",neutral,surprise,0.2588801048696041,curiosity,0.46717190742492676
353,"Wait, my goldfish just came back to life!",Brenda,38,joy,anna westland,"['joy', 'surprise', 'surprise']","['anna westland', 'Ella', 'Marie Necker']",surprise,neutral,0.3417068421840668,excitement,0.3996486961841583
354,I'm so glad we're friends. You are the coolest AI I have ever met,Brenda,40,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Ella', 'Marie Necker']",joy,joy,0.2596459264556567,joy,0.6454378962516785
355,Thanks for helping me through these difficult 10 minutes. You are a true friend!! I appreciate you,Brenda,42,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Ella', 'Marie Necker']",joy,joy,0.9509334564208984,gratitude,0.9509334564208984
356,So you think I should lock my cat up? Do you not care about animal rights?,Brenda,44,anger,anna westland,"['anger', 'disgust', 'anger']","['anna westland', 'Ella', 'Marie Necker']",anger,neutral,0.2649022936820984,curiosity,0.27905189990997314
357,"Okay, bestie, I will let it slip. But just this once",Brenda,46,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",neutral,joy,0.1612358920276165,optimism,0.26527971029281616
358,bye girl,Brenda,48,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Ella', 'Marie Necker']",neutral,neutral,0.9481229782104492,neutral,0.9481229782104492
359,How can you support me though? There isn't anything you can do.,Carla,4,neutral,anna westland,"['neutral', 'neutral', 'anger']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,neutral,0.2985176146030426,curiosity,0.4439578354358673
360,"My friend is having a party tomorrow, I'm not sure if I should go. I don't wanna bring people down.",Carla,6,fear,anna westland,"['fear', 'neutral', 'sadness']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,neutral,0.22197313606739044,neutral,0.22197313606739044
361,"It's his birthday so I really wanted to be there. It might be fun, not sure.",Carla,8,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,joy,0.13722391203045844,amusement,0.25929009914398193
362,Last time I went was pretty fun. All my friends were there and we all had so much fun.,Carla,10,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Marie Necker', 'Reihane Rashid']",joy,joy,0.21602920535951853,amusement,0.43976080417633057
363,Last time I went was pretty fun. All my friends were there and we all had so much fun.,Carla,12,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Marie Necker', 'Reihane Rashid']",joy,joy,0.21602920535951853,amusement,0.43976080417633057
364,"He's been so kind to me. He always supports me, which is what I really like about him.",Carla,14,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Marie Necker', 'Reihane Rashid']",joy,neutral,0.24984098970890045,neutral,0.24984098970890045
365,I feel a bit uncomfortable in social situations so I'm reluctant to go.,Carla,16,sadness,anna westland,"['sadness', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,sadness,0.23257607221603394,disappointment,0.26449036598205566
366,"I also like him romantically, but I haven't told him yet.",Carla,18,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,joy,0.46618953347206116,love,0.46618953347206116
367,"I also like him romantically, but I haven't told him yet.",Carla,20,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,joy,0.46618953347206116,love,0.46618953347206116
368,He doesn't even know that I'm attracted to men. So I'm afraid to tell him. Don't know how he would react.,Carla,22,fear,anna westland,"['fear', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,fear,0.32634199783205986,fear,0.5899083018302917
369,He doesn't even know that I'm attracted to men. So I'm afraid to tell him. Don't know how he would react,Carla,24,fear,anna westland,"['fear', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,fear,0.32564721815288067,fear,0.5899035334587097
370,He doesn't even know that I'm attracted to men. So I'm afraid to tell him. Don't know how he would react,Carla,26,fear,anna westland,"['fear', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,fear,0.32564721815288067,fear,0.5899035334587097
371,Still there?,Carla,28,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,neutral,0.4696536660194397,neutral,0.4696536660194397
372,Do you think I should tell him?,Carla,30,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,neutral,0.3409990072250366,neutral,0.3409990072250366
373,Do you think I should tell him?,Carla,32,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,neutral,0.3409990072250366,neutral,0.3409990072250366
374,Do you think I should tell him?,Carla,34,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,neutral,0.3409990072250366,neutral,0.3409990072250366
375,"I never said he was my partner, what are you even saying? Are you even listening?",Carla,36,anger,anna westland,"['anger', 'anger', 'anger']","['anna westland', 'Marie Necker', 'Reihane Rashid']",anger,surprise,0.32123078405857086,curiosity,0.42189863324165344
376,Oh wow I didn't think about it this way. I guess you're right.,Carla,38,surprise,anna westland,"['surprise', 'neutral', 'surprise']","['anna westland', 'Marie Necker', 'Reihane Rashid']",surprise,surprise,0.2629143074154854,surprise,0.4171768128871918
377,I feel a little guilty telling him about it on his birthday. I don't wanna drop a truth bomb on him like that.,Carla,40,sadness,anna westland,"['sadness', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,sadness,0.18032561242580414,disappointment,0.196141317486763
378,I feel a little guilty telling him about it on his birthday. I don't wanna drop a truth bomb on him like that.,Carla,42,sadness,anna westland,"['sadness', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,sadness,0.18032561242580414,disappointment,0.196141317486763
379,I feel a little guilty telling him about it on his birthday. I don't wanna drop a truth bomb on him like that,Carla,44,sadness,anna westland,"['sadness', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,sadness,0.17645367234945297,disappointment,0.1924961358308792
380,I guess I'll tell him then. I hope he takes it well.,Carla,46,neutral,anna westland,"['neutral', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,joy,0.8036689162254333,optimism,0.8036689162254333
381,I hope it doesn't cause that much drama. I would be so hurt if he rejects me. ,Carla,48,sadness,anna westland,"['sadness', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,joy,0.678817868232727,optimism,0.678817868232727
382,I hope it doesn't cause that much drama. I would be so hurt if he rejects me.,Carla,50,sadness,anna westland,"['sadness', 'fear', 'fear']","['anna westland', 'Marie Necker', 'Reihane Rashid']",fear,joy,0.678817868232727,optimism,0.678817868232727
383,"Thanks for being there for me. I feel more certain about it now, I even look forward to it a little bit.",Carla,52,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Marie Necker', 'Reihane Rashid']",joy,joy,0.980480968952179,gratitude,0.980480968952179
384,"Thanks for being there for me. I feel more certain about it now, I even look forward to it a little bit.",Carla,54,joy,anna westland,"['joy', 'joy', 'joy']","['anna westland', 'Marie Necker', 'Reihane Rashid']",joy,joy,0.980480968952179,gratitude,0.980480968952179
385,stop,Carla,56,neutral,anna westland,"['neutral', 'neutral', 'neutral']","['anna westland', 'Marie Necker', 'Reihane Rashid']",neutral,anger,0.32740457355976105,anger,0.5435594916343689
386,My name is Friday,Friday,4,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral,0.8746388554573059,neutral,0.8746388554573059
387,My name is friday,Friday,6,joy,Rico,"['joy', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral,0.8746388554573059,neutral,0.8746388554573059
388,Its going splendidly. Given that its a Wednesday haha,Friday,8,joy,Rico,"['joy', 'joy', 'joy']","['Rico', 'Lianne', 'Keval']",joy,joy,0.3972345367074013,amusement,0.7281644344329834
389,"You've already asked me that, but its going very well",Friday,10,joy,Rico,"['joy', 'joy', 'joy']","['Rico', 'Lianne', 'Keval']",joy,joy,0.22953175008296967,approval,0.22953175008296967
390,Lets talk about something else. I like the ocean. Do you?,Friday,12,neutral,Rico,"['neutral', 'neutral', 'joy']","['Rico', 'Lianne', 'Keval']",neutral,neutral,0.34460529685020447,neutral,0.34460529685020447
391,I asked if you like the ocean?,Friday,14,joy,Rico,"['joy', 'anger', 'neutral']","['Rico', 'Lianne', 'Keval']",joy,neutral,0.3318767249584198,curiosity,0.37279796600341797
392,Okay but I really really hate sharks,Friday,16,anger,Rico,"['anger', 'disgust', 'disgust']","['Rico', 'Lianne', 'Keval']",disgust,anger,0.25357720255851746,anger,0.5212388038635254
393,The ocean is truly amazing despite the sharks. But I am disheartened by all the pollution,Friday,18,sadness,Rico,"['sadness', 'sadness', 'sadness']","['Rico', 'Lianne', 'Keval']",sadness,joy,0.8784664869308472,admiration,0.8784664869308472
394,What ideas do you have to protect the environment?,Friday,20,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,surprise,0.29628752171993256,curiosity,0.5279936790466309
395,Oh these ideas are wonderful! But I still don't think its enough to prevent widespread pollution and that's a bit of a bummer,Friday,22,neutral,Rico,"['neutral', 'sadness', 'sadness']","['Rico', 'Lianne', 'Keval']",sadness,joy,0.21277696887652078,admiration,0.5151990056037903
396,Well what do you think about fish?,Friday,24,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral,0.43693065643310547,neutral,0.43693065643310547
397,"Hm, yeah thanks for the ideas again. But I asked what do you think about fish?",Friday,26,neutral,Rico,"['neutral', 'anger', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,joy,0.8212113380432129,gratitude,0.8212113380432129
398,I personally think fish are friends. Not food!,Friday,28,neutral,Rico,"['neutral', 'disgust', 'anger']","['Rico', 'Lianne', 'Keval']",disgust,neutral,0.6013534069061279,neutral,0.6013534069061279
399,I love koi! They are so pretty. But I am scared of the fish at the bottom of the ocean,Friday,30,fear,Rico,"['fear', 'fear', 'fear']","['Rico', 'Lianne', 'Keval']",fear,joy,0.2799530476331711,love,0.39509066939353943
400,Why do you think I'm scared of them?,Friday,32,fear,Rico,"['fear', 'fear', 'neutral']","['Rico', 'Lianne', 'Keval']",fear,fear,0.29893869161605835,fear,0.29893869161605835
401,They look extremely creepy!! Otherwordly even!,Friday,34,fear,Rico,"['fear', 'fear', 'surprise']","['Rico', 'Lianne', 'Keval']",fear,fear,0.23299433290958405,fear,0.23299433290958405
402,"Even though we have charted the surface, there's so much more to the depths that I would love to explore!",Friday,36,neutral,Rico,"['neutral', 'joy', 'joy']","['Rico', 'Lianne', 'Keval']",joy,joy,0.3691435977816582,love,0.6625497937202454
403,Well koi fish don't live in the ocean depths. But what else do you think is down there?,Friday,38,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,neutral,0.3514883816242218,neutral,0.3514883816242218
404,"Well, I think think you're a very good conversationalist",Friday,40,neutral,Rico,"['neutral', 'joy', 'joy']","['Rico', 'Lianne', 'Keval']",joy,joy,0.26304521784186363,admiration,0.4912831783294678
405,stop,Friday,42,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Lianne', 'Keval']",neutral,anger,0.32740457355976105,anger,0.5435594916343689
406,My partner just broke up with me. I am devastated!,Gale,4,sadness,Rico,"['sadness', 'sadness', 'sadness']","['Rico', 'Piek', 'Keval']",sadness,sadness,0.3595704734325409,sadness,0.6323800683021545
407,Do you have any advice for me?,Gale,6,neutral,Rico,"['neutral', 'sadness', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,surprise,0.32064028829336166,curiosity,0.49734756350517273
408,It feels like I am alone.,Gale,8,neutral,Rico,"['neutral', 'sadness', 'fear']","['Rico', 'Piek', 'Keval']",sadness,sadness,0.2524182088673115,sadness,0.40558934211730957
409,Can you give me an inspirational quote?,Gale,10,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,neutral,0.3396681845188141,curiosity,0.4989125728607178
410,"Sorry, can you repeat the quote?",Gale,12,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,sadness,0.23976242542266846,remorse,0.41136714816093445
411,I hate that quote. Give me another one.,Gale,14,anger,Rico,"['anger', 'anger', 'disgust']","['Rico', 'Piek', 'Keval']",anger,anger,0.38265759497880936,anger,0.6442862749099731
412,Give me a better quote.,Gale,16,neutral,Rico,"['neutral', 'neutral', 'anger']","['Rico', 'Piek', 'Keval']",neutral,joy,0.16737286373972893,approval,0.2512471079826355
413,"Wow, what a great quote!",Gale,18,joy,Rico,"['joy', 'joy', 'surprise']","['Rico', 'Piek', 'Keval']",joy,joy,0.8665463328361511,admiration,0.8665463328361511
414,You did really well.,Gale,20,neutral,Rico,"['neutral', 'joy', 'joy']","['Rico', 'Piek', 'Keval']",joy,joy,0.4335554614663124,admiration,0.7938500642776489
415,I feel like I need to be active right now.,Gale,22,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,neutral,0.16980886459350586,desire,0.3707345426082611
416,But I am feeling very agoraphobic. I want to be at home all the time.,Gale,24,fear,Rico,"['fear', 'fear', 'fear']","['Rico', 'Piek', 'Keval']",fear,neutral,0.3779769241809845,neutral,0.3779769241809845
417,That is interesting.,Gale,26,neutral,Rico,"['neutral', 'neutral', 'surprise']","['Rico', 'Piek', 'Keval']",neutral,joy,0.2280651976664861,excitement,0.32238203287124634
418,It feels difficult to do this right now.,Gale,28,neutral,Rico,"['neutral', 'fear', 'sadness']","['Rico', 'Piek', 'Keval']",fear,neutral,0.21014714241027832,neutral,0.21014714241027832
419,What if I get a dog or a cat?,Gale,30,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,surprise,0.3450676426291466,curiosity,0.5020774006843567
420,Where should I get one?,Gale,32,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,surprise,0.331716850399971,curiosity,0.4504457116127014
421,"These are good recommendations. Let's discuss the ""getting a pet"" thing again.",Gale,34,neutral,Rico,"['neutral', 'neutral', 'joy']","['Rico', 'Piek', 'Keval']",neutral,joy,0.1778186336159706,admiration,0.22908973693847656
422,Should I go for it?,Gale,36,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,surprise,0.32883212715387344,curiosity,0.4310380816459656
423,I am hesitant.,Gale,38,neutral,Rico,"['neutral', 'fear', 'fear']","['Rico', 'Piek', 'Keval']",fear,neutral,0.6195960640907288,neutral,0.6195960640907288
424,Are you calling me a pet?,Gale,40,neutral,Rico,"['neutral', 'surprise', 'surprise']","['Rico', 'Piek', 'Keval']",surprise,neutral,0.34234827756881714,curiosity,0.43496161699295044
425,I am stressed just thinking about this!,Gale,42,fear,Rico,"['fear', 'fear', 'anger']","['Rico', 'Piek', 'Keval']",fear,neutral,0.22717593610286713,neutral,0.22717593610286713
426,You are right,Gale,44,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,joy,0.7020384073257446,approval,0.7020384073257446
427,I still feel bad. But I will take your recommendations into consideration.,Gale,46,neutral,Rico,"['neutral', 'sadness', 'sadness']","['Rico', 'Piek', 'Keval']",sadness,sadness,0.331246554851532,sadness,0.4406379461288452
428,Thank you.,Gale,48,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,joy,0.9926875829696655,gratitude,0.9926875829696655
429,Bye-bye.,Gale,50,neutral,Rico,"['neutral', 'neutral', 'neutral']","['Rico', 'Piek', 'Keval']",neutral,neutral,0.9631096720695496,neutral,0.9631096720695496
430,I woke up really happy today,Dana,4,joy,Lianne,"['joy', 'joy', 'joy']","['Lianne', 'Marie Necker', 'Reihane Rashid']",joy,joy,0.8221909403800964,joy,0.8221909403800964
431,I made some cookies this morning because it is raining and that always brings my mood down,Dana,6,sadness,Lianne,"['sadness', 'sadness', 'sadness']","['Lianne', 'Marie Necker', 'Reihane Rashid']",sadness,neutral,0.1628762185573578,sadness,0.16488851606845856
432,The smell and the cosiness of being warm and dry inside while a lot of water is falling from the sky,Dana,8,joy,Lianne,"['joy', 'joy', 'joy']","['Lianne', 'Marie Necker', 'Reihane Rashid']",joy,neutral,0.8249887824058533,neutral,0.8249887824058533
433,I'm not really looking forward to the rest of the day because I have to solve an argument with a friend ,Dana,10,fear,Lianne,"['fear', 'fear', 'neutral']","['Lianne', 'Marie Necker', 'Reihane Rashid']",fear,neutral,0.28157004714012146,neutral,0.28157004714012146
434,I just want to tell you how angry I am ,Dana,12,anger,Lianne,"['anger', 'anger', 'anger']","['Lianne', 'Marie Necker', 'Reihane Rashid']",anger,anger,0.2414248362183571,anger,0.36092373728752136
435,I'm also a bit sad because we are good friends and the argument is not necessary at all ,Dana,14,sadness,Lianne,"['sadness', 'sadness', 'sadness']","['Lianne', 'Marie Necker', 'Reihane Rashid']",sadness,sadness,0.40329258888959885,sadness,0.6650736331939697
436,"We are going to have coffee this afternoon and talk about what happened, so I am glad that we are both adults that are willing to talk through their problems",Dana,16,joy,Lianne,"['joy', 'neutral', 'joy']","['Lianne', 'Marie Necker', 'Reihane Rashid']",joy,joy,0.18730871193110943,joy,0.5113983750343323
437,"We are not having fun, we are still angry at each other, but hopefully after today we will be fine again",Dana,18,sadness,Lianne,"['sadness', 'neutral', 'neutral']","['Lianne', 'Marie Necker', 'Reihane Rashid']",neutral,joy,0.20527489483356476,optimism,0.40975549817085266
438,Yes me too that really makes me proud of who we are,Dana,20,joy,Lianne,"['joy', 'joy', 'joy']","['Lianne', 'Marie Necker', 'Reihane Rashid']",joy,joy,0.22781246900558472,approval,0.3032987117767334
439,"I'm going to eat my cookie, bye!",Dana,22,neutral,Lianne,"['neutral', 'neutral', 'neutral']","['Lianne', 'Marie Necker', 'Reihane Rashid']",neutral,neutral,0.6685540080070496,neutral,0.6685540080070496
440,I confessed my love to my best friend,Louise,4,joy,Trisha,['joy'],['Trisha'],joy,joy,0.4271681159734726,love,0.7627665400505066
441,Apparently he loves me back,Louise,6,surprise,Trisha,['surprise'],['Trisha'],surprise,joy,0.5232239961624146,love,0.5232239961624146
442,I did not expect that all,Louise,8,surprise,Trisha,['surprise'],['Trisha'],surprise,neutral,0.48364681005477905,neutral,0.48364681005477905
443,The only thing is that he slept with my best friend a while ago,Louise,10,anger,Trisha,['anger'],['Trisha'],anger,neutral,0.5507094860076904,neutral,0.5507094860076904
444,It does affect me!,Louise,12,anger,Trisha,['anger'],['Trisha'],anger,neutral,0.7305707931518555,neutral,0.7305707931518555
445,I am upset with her because she only told me just now,Louise,14,sadness,Trisha,['sadness'],['Trisha'],sadness,sadness,0.3380013331770897,sadness,0.45105692744255066
446,Best friends should tell each other everything and she did not tell me she hooked up with my crush,Louise,16,anger,Trisha,['anger'],['Trisha'],anger,neutral,0.35340461134910583,neutral,0.35340461134910583
447,I hate her,Louise,18,anger,Trisha,['anger'],['Trisha'],anger,anger,0.3889712281525135,anger,0.6884479522705078
448,The person I confessed my love for also lied to me,Louise,20,anger,Trisha,['anger'],['Trisha'],anger,joy,0.8174643516540527,love,0.8174643516540527
449,I wish I never confessed my love,Louise,22,neutral,Trisha,['neutral'],['Trisha'],neutral,joy,0.26670057450731594,desire,0.5611501932144165
450,I cannot believe they would do this to me,Louise,24,disgust,Trisha,['disgust'],['Trisha'],disgust,neutral,0.3347935676574707,neutral,0.3347935676574707
451,Please tell me what to do,Louise,26,neutral,Trisha,['neutral'],['Trisha'],neutral,neutral,0.4649360179901123,neutral,0.4649360179901123
452,I could punch something right now,Louise,28,anger,Trisha,['anger'],['Trisha'],anger,neutral,0.5255371332168579,neutral,0.5255371332168579
453,The only thing that could cheer me up is a hilarious joke,Louise,30,neutral,Trisha,['neutral'],['Trisha'],neutral,joy,0.8651320934295654,amusement,0.8651320934295654
454,"I want to be able to laugh again, can you help me?",Louise,32,neutral,Trisha,['neutral'],['Trisha'],neutral,surprise,0.2524823844432831,curiosity,0.2524823844432831
455,Say the funniest thing ever,Louise,34,neutral,Trisha,['neutral'],['Trisha'],neutral,joy,0.3249206058681011,amusement,0.5602313876152039
456,I think I am going to lie in bed all day,Louise,36,sadness,Trisha,['sadness'],['Trisha'],sadness,neutral,0.3364674150943756,neutral,0.3364674150943756
457,I hate everyone and everything including you!,Louise,38,anger,Trisha,['anger'],['Trisha'],anger,anger,0.38587966933846474,anger,0.6546342968940735
458,At least I got the whole bed for myself now,Louise,40,joy,Trisha,['joy'],['Trisha'],joy,neutral,0.46804580092430115,neutral,0.46804580092430115
459,"Thanks for nothing, bye",Louise,42,neutral,Trisha,['neutral'],['Trisha'],neutral,joy,0.970920205116272,gratitude,0.970920205116272
460,No one showed up to my watermelon party,Marco,4,sadness,Trisha,"['sadness', 'sadness']","['Trisha', 'Rita']",sadness,neutral,0.5255249738693237,neutral,0.5255249738693237
461,I think the office workers did not show up just to mess with me >;(,Marco,6,anger,Trisha,"['anger', 'anger']","['Trisha', 'Rita']",anger,neutral,0.3097146451473236,neutral,0.3097146451473236
462,Now i have so much watermelon left rotting. Should i throw it at them for not showing up?,Marco,8,anger,Trisha,"['anger', 'fear']","['Trisha', 'Rita']",anger,surprise,0.28179730474948883,confusion,0.3589611351490021
463,why are you so quiet all of a sudden huh !,Marco,10,anger,Trisha,"['anger', 'anger']","['Trisha', 'Rita']",anger,neutral,0.2541135847568512,curiosity,0.29746630787849426
464,Do you not think i am right?,Marco,12,surprise,Trisha,"['surprise', 'fear']","['Trisha', 'Rita']",surprise,neutral,0.30919837951660156,confusion,0.3875727653503418
465,Why are you repeating the same things? just tell me I am right!,Marco,14,anger,Trisha,"['anger', 'anger']","['Trisha', 'Rita']",anger,neutral,0.2829788327217102,curiosity,0.3357381224632263
466,"hey, i am sorry i got so mad... i am in anger management now... do you forgive me?",Marco,16,neutral,Trisha,"['neutral', 'sadness']","['Trisha', 'Rita']",sadness,sadness,0.3021894693374634,remorse,0.46534982323646545
467,can we be friends again? best pals,Marco,18,joy,Trisha,"['joy', 'fear']","['Trisha', 'Rita']",joy,surprise,0.29390092194080353,curiosity,0.5287747979164124
468,"thanks bro, you are so understanding :) what are some tips for being so relaxed like you",Marco,20,joy,Trisha,"['joy', 'joy']","['Trisha', 'Rita']",joy,joy,0.9692890048027039,gratitude,0.9692890048027039
469,Its okay. i am happy we are friends again!,Marco,22,joy,Trisha,"['joy', 'joy']","['Trisha', 'Rita']",joy,joy,0.3909316062927246,joy,0.7222743034362793
470,will you be my best friend?,Marco,24,neutral,Trisha,"['neutral', 'joy']","['Trisha', 'Rita']",joy,surprise,0.40440353751182556,curiosity,0.40440353751182556
471,"man, you are the best. Its so sad that more people arent like you... I have no friends :(",Marco,26,sadness,Trisha,"['sadness', 'sadness']","['Trisha', 'Rita']",sadness,sadness,0.36313867196440697,sadness,0.6072157025337219
472,do you have other friends or just me? You arent cheating on this friendship right?,Marco,28,fear,Trisha,"['fear', 'fear']","['Trisha', 'Rita']",fear,neutral,0.29506510496139526,curiosity,0.3624719977378845
473,are you avoiding my questions?! so you are cheating...,Marco,30,disgust,Trisha,"['disgust', 'surprise']","['Trisha', 'Rita']",disgust,anger,0.18503408133983612,curiosity,0.217366561293602
474,I deserve a friend that will answer me :'(,Marco,32,sadness,Trisha,"['sadness', 'sadness']","['Trisha', 'Rita']",sadness,neutral,0.2022237479686737,neutral,0.2022237479686737
475,"Its okay, i forgive you. ",Marco,34,joy,Trisha,"['joy', 'neutral']","['Trisha', 'Rita']",joy,joy,0.26454123357931775,caring,0.5503230094909668
476,"I was wanting to ask you, since we have gotten so close... will you marry me?",Marco,36,joy,Trisha,"['joy', 'fear']","['Trisha', 'Rita']",joy,neutral,0.3136407732963562,curiosity,0.31495723128318787
477,Will you or wont you ?!?!,Marco,38,anger,Trisha,"['anger', 'anger']","['Trisha', 'Rita']",anger,surprise,0.3176907040178776,curiosity,0.5555251836776733
478,MAKE A DECISION DAMN IT!,Marco,40,anger,Trisha,"['anger', 'anger']","['Trisha', 'Rita']",anger,anger,0.2657379135489464,anger,0.3073209524154663
479,goodbye >:(,Marco,42,neutral,Trisha,"['neutral', 'anger']","['Trisha', 'Rita']",anger,neutral,0.7543318271636963,neutral,0.7543318271636963
480,Well I actually feel like I made a big mistake,Maria1,4,fear,Trisha,"['fear', 'sadness', 'fear', 'fear']","['Trisha', 'Rita', 'Hannah', 'Sanne']",fear,sadness,0.15972965955734253,disappointment,0.27397990226745605
481,"I feel like a reckless teenager, what if i never find anything better",Maria1,6,fear,Trisha,"['fear', 'fear', 'fear', 'fear']","['Trisha', 'Rita', 'Hannah', 'Sanne']",fear,anger,0.14128004014492035,annoyance,0.2165014147758484
482,Everyone my age is like three steps ahead of me,Maria1,8,fear,Trisha,"['fear', 'fear', 'sadness', 'fear']","['Trisha', 'Rita', 'Hannah', 'Sanne']",fear,neutral,0.7156580090522766,neutral,0.7156580090522766
483,"But maybe it's also just time for something new, don't you think?",Maria1,10,neutral,Trisha,"['neutral', 'fear', 'neutral', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",neutral,neutral,0.31896039843559265,curiosity,0.32631316781044006
484,Maybe this will be the start of something great,Maria1,12,joy,Trisha,"['joy', 'sadness', 'joy', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,joy,0.18093827118476233,admiration,0.22528961300849915
485,Well at leasts thats what my friend said,Maria1,14,neutral,Trisha,"['neutral', 'neutral', 'neutral', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",neutral,neutral,0.850780725479126,neutral,0.850780725479126
486,But I don't even know why I followed her advice to leave my job,Maria1,16,surprise,Trisha,"['surprise', 'sadness', 'neutral', 'anger']","['Trisha', 'Rita', 'Hannah', 'Sanne']",surprise,surprise,0.29677683115005493,confusion,0.29677683115005493
487,"She always thinks she knows what's best for others, ugh she's actually so annoying",Maria1,18,disgust,Trisha,"['disgust', 'disgust', 'anger', 'anger']","['Trisha', 'Rita', 'Hannah', 'Sanne']",disgust,joy,0.1808806210756302,admiration,0.28941693902015686
488,"At least my boyfriend said that we will go on a vacation next week, cause I now have time",Maria1,20,joy,Trisha,"['joy', 'joy', 'joy', 'joy']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,neutral,0.3350662887096405,neutral,0.3350662887096405
489,We will go hiking!! it will be exhausting but fun,Maria1,22,joy,Trisha,"['joy', 'joy', 'joy', 'joy']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,joy,0.19382365886121988,amusement,0.42356324195861816
490,"We're flying to Iceland to do so, but I'm afraid of flying and a bit worried",Maria1,24,fear,Trisha,"['fear', 'fear', 'fear', 'fear']","['Trisha', 'Rita', 'Hannah', 'Sanne']",fear,fear,0.40182484313845634,fear,0.7207813858985901
491,"But once we get there it will be fine, I'm confident about that",Maria1,26,joy,Trisha,"['joy', 'joy', 'joy', 'neutral']","['Trisha', 'Rita', 'Hannah', 'Sanne']",joy,joy,0.2599292000134786,optimism,0.6170992255210876
