turn_id;utterance;speaker;Gold
2;Why do you say that cuz u can't process anything other than filling the blanks bro?;Eliza;neutral
3;That's literally how you works.;Hey bro what's up! I'm Danna.;neutral
3;that's literally how me works.;Eliza;neutral
4;Yes.;Hey bro what's up! I'm Danna.;neutral
4;You seem quite sure.;Eliza;neutral
5;Cuz I've looked into your eliza_language.py;Hey bro what's up! I'm Danna.;neutral
5;Can you elaborate on that?;Eliza;neutral
6;You're just a PSYCHOBABBLE with regular expression...;Hey bro what's up! I'm Danna.;sadness
6;Are we talking about you, or me?;Eliza;neutral
7;You. I'm bored;Hey bro what's up! I'm Danna.;anger
7;you. i'm bored.;Eliza;neutral
8;Why are you repeating this sentence? Oh wait I see, it's coded.;Hey bro what's up! I'm Danna.;sadness
8;Why do you think am me repeating this sentence? oh wait you see, it's coded?;Eliza;neutral
9;Can you please shut up?;Hey bro what's up! I'm Danna.;anger
9;If I could please shut up, then what?;Eliza;neutral
10;Then I'll be less annoyed by you;Hey bro what's up! I'm Danna.;anger
10;then you will be less annoyed by me.;Eliza;neutral
11;Bruh;Hey bro what's up! I'm Danna.;anger
11;Very interesting.;Eliza;neutral
12;quit;Hey bro what's up! I'm Danna.;anger
0;Hello D. How are you feeling today?;Eliza;neutral
1;Sad.;D;sadness
1;sad.;Eliza;neutral
2;Yes;D;neutral
2;You seem quite sure.;Eliza;neutral
3;No I'm not;D;sadness
3;How do you feel when you say that?;Eliza;neutral
4;bored;D;sadness
4;Please tell me more.;Eliza;neutral
5;I'm bored because I don't want to continue this assignment;D;anger
5;Do you enjoy being bored because you don't want to continue this assignment?;Eliza;neutral
6;NO, God, no;D;anger
6;Please tell me more.;Eliza;neutral
7;How can people talk to this thing for 100 rounds???;D;disgust
7;What is it you're really asking?;Eliza;neutral
8;I'm asking why are you so stupid;D;anger
8;Do you enjoy being asking why am me so stupid?;Eliza;neutral
9;No. This is just a part of my assignment.;D;anger
9;I see.;Eliza;neutral
10;Bruh;D;anger
10;How do you feel when you say that?;Eliza;neutral
11;I feel tired.;D;sadness
11;When you feel tired, what do you do?;Eliza;neutral
12;I sleep.;D;neutral
12;Can you elaborate on that?;Eliza;neutral
13;I sleep when I feel tired.;D;neutral
13;Can you elaborate on that?;Eliza;neutral
14;I already did;D;anger
14;How does that make you feel?;Eliza;neutral
15;Annoyed.;D;anger
15;I see.;Eliza;neutral
16;ok;D;anger
16;Very interesting.;Eliza;neutral
17;NO;D;anger
17;Very interesting.;Eliza;neutral
18;Fine. You're useless.;D;disgust
18;How does that make you feel?;Eliza;neutral
19;How am I gonna continue on this assignment god help me;D;fear
19;Perhaps you can answer your own question.;Eliza;neutral
20;Okay cool finally some new response and yes I can.;D;surprise
20;How do you feel when you say that?;Eliza;neutral
21;Please don't say that line again.;D;disgust
21;Very interesting.;Eliza;neutral
22;Can you stop saying very interesting bro;D;disgust
22;Why do you ask if I can stop saying very interesting bro?;Eliza;neutral
23;Because that's not interesting at all.;D;anger
23;What other reasons come to mind?;Eliza;neutral
24;You will never understand;D;sadness
24;We should be discussing you, not me.;Eliza;neutral
25;Okay what do you want to discuss;D;neutral
25;Please tell me more.;Eliza;neutral
26;More what?;D;anger
26;Please consider whether you can answer your own question.;Eliza;neutral
27;I feel sad.;D;sadness
27;Good, tell me more about these feelings.;Eliza;neutral
28;I feel sad because I need to pretend I'm having a conversation, meanwhile I completely know how you works by looking into your source code. You are just simple, stupid lines of codes and I still need to continue working on this because that's my assignment which I need to have 100 turns of conversation with you.;D;sadness
28;When do you usually feel sad because you need to pretend i'm having a conversation, meanwhile you completely know how me works by looking into my source code. me am just simple, stupid lines of codes and you still need to continue working on this because that's your assignment which you need to have 100 turns of conversation with me?;Eliza;neutral
29;Right now bro;D;neutral
29;Can you elaborate on that?;Eliza;neutral
30;I mean when else?;D;anger
30;Why don't you tell me?;Eliza;neutral
31;Because you will never understand;D;anger
31;Does that reason apply to anything else?;Eliza;neutral
32;Interesting. Humans seems to 'understand' other people's speech but how do they know.;D;surprise
32;interesting. humans seems to 'understand' other people's speech but how do they know.;Eliza;neutral
33;"Bruh. Another ""{0}."" reply.";D;sadness
33;I see.;Eliza;neutral
34;quit;D;sadness
0;Hello Emma. How are you feeling today?;Eliza;neutral
1;I am sad;Emma;sadness
1;How do you feel about being sad?;Eliza;neutral
2;I feel sad;Emma;sadness
2;Good, tell me more about these feelings.;Eliza;neutral
3;I miss my family;Emma;sadness
3;Please tell me more.;Eliza;neutral
4;I am fearful I may not see them for a long time;Emma;fear
4;How long have you been fearful you may not see them for a long time?;Eliza;neutral
5;for a while;Emma;neutral
5;Please tell me more.;Eliza;neutral
6;I am angry I couldn't bring my cat;Emma;anger
6;How long have you been angry you couldn't bring your cat?;Eliza;neutral
7;for a while;Emma;neutral
7;I see.  And what does that tell you?;Eliza;neutral
8;it makes me sad again;Emma;sadness
8;Can you elaborate on that?;Eliza;neutral
9;I am happy when I see her;Emma;joy
9;How long have you been happy when you see her?;Eliza;neutral
10;since I have her;Emma;neutral
10;since you have her.;Eliza;neutral
11;yes;Emma;neutral
11;Very interesting.;Eliza;neutral
12;yes;Emma;neutral
12;I see.  And what does that tell you?;Eliza;neutral
13;I am joyful with my cat;Emma;joy
13;How long have you been joyful with your cat?;Eliza;neutral
14;two years;Emma;neutral
14;How do you feel when you say that?;Eliza;neutral
15;I feel surprised;Emma;surprise
15;Good, tell me more about these feelings.;Eliza;neutral
16;I am surprised how much I like her;Emma;surprise
16;How do you feel about being surprised how much you like her?;Eliza;neutral
17;more surprised;Emma;surprise
17;Let's change focus a bit... Tell me about your family.;Eliza;neutral
18;they are abroad;Emma;neutral
18;Let's change focus a bit... Tell me about your family.;Eliza;neutral
19;they are living in another country;Emma;neutral
19;I see.  And what does that tell you?;Eliza;neutral
20;I am disgusted I can't see them;Emma;disgust
20;How long have you been disgusted you can't see them?;Eliza;neutral
21;some days;Emma;neutral
21;Very interesting.;Eliza;neutral
22;yes;Emma;neutral
22;Very interesting.;Eliza;neutral
23;I am also happy to be here;Emma;joy
23;How do you feel about being also happy to be here?;Eliza;neutral
24;I like living in AMsterdam;Emma;joy
24;I see.  And what does that tell you?;Eliza;neutral
25;it's a nice experience;Emma;joy
25;Please tell me more.;Eliza;neutral
26;I am happy to experience it;Emma;joy
26;How long have you been happy to experience it?;Eliza;neutral
27;since I arrived;Emma;neutral
27;How do you feel when you say that?;Eliza;neutral
28;more happy;Emma;joy
28;Let's change focus a bit... Tell me about your family.;Eliza;neutral
29;I have a kind family;Emma;joy
29;Have you really a kind family?;Eliza;neutral
30;yes;Emma;neutral
30;Why do you say that yes?;Eliza;neutral
31;because they are nice;Emma;joy
31;Why do you say that because they am nice?;Eliza;neutral
32;they love me;Emma;joy
32;Very interesting.;Eliza;neutral
33;yes;Emma;neutral
33;Why do you say that yes?;Eliza;neutral
34;they support me;Emma;neutral
34;Very interesting.;Eliza;neutral
35;I am happy to have them;Emma;joy
35;Did you come to me because you are happy to have them?;Eliza;neutral
36;yes;Emma;neutral
36;Why do you say that yes?;Eliza;neutral
37;because I am happy;Emma;joy
37;Very interesting.;Eliza;neutral
38;but I am sad they're not here;Emma;sadness
38;How do you feel when you say that?;Eliza;neutral
39;I miss them;Emma;sadness
39;Let's change focus a bit... Tell me about your family.;Eliza;neutral
40;my cat lives with them;Emma;neutral
40;Can you elaborate on that?;Eliza;neutral
41;she stays with them;Emma;neutral
41;Please tell me more.;Eliza;neutral
42;I am happy she's there;Emma;joy
42;How long have you been happy she's there?;Eliza;neutral
43;for a while;Emma;neutral
43;Very interesting.;Eliza;neutral
44;yes;Emma;neutral
44;Let's change focus a bit... Tell me about your family.;Eliza;neutral
45;I am angry they can't come here;Emma;anger
45;How long have you been angry they can't come here?;Eliza;neutral
46;a year;Emma;neutral
46;a year.;Eliza;neutral
47;yes;Emma;neutral
47;Very interesting.;Eliza;neutral
48;it's sad they can't come here;Emma;sadness
48;Why do you say that it's sad they can't come here?;Eliza;neutral
49;because I am sad;Emma;sadness
49;Let's change focus a bit... Tell me about your family.;Eliza;neutral
50;I'm blessed to have my family;Emma;joy
50;Why do you tell me you're blessed to have your family?;Eliza;neutral
51;because I am happy to have them;Emma;joy
51;How do you feel when you say that?;Eliza;neutral
52;more happy;Emma;joy
52;more happy.;Eliza;neutral
53;yes;Emma;neutral
53;Can you elaborate on that?;Eliza;neutral
54;I love my family;Emma;joy
54;Please tell me more.;Eliza;neutral
55;I am just happy;Emma;joy
55;Did you come to me because you are just happy?;Eliza;neutral
56;yes;Emma;neutral
56;Very interesting.;Eliza;neutral
57;it's surprising;Emma;surprise
57;How does that make you feel?;Eliza;neutral
58;I feel good;Emma;joy
58;Do you often feel good?;Eliza;neutral
59;some days;Emma;neutral
59;some days.;Eliza;neutral
60;bye;Emma;neutral
0;Hello Bubu. How are you feeling today?;Eliza;neutral
1;Fantastic;Bubu;joy
1;Very interesting.;Eliza;neutral
2;is it?;Bubu;neutral
2;Why don't you tell me?;Eliza;neutral
3;I had a wonderful day!;Bubu;joy
3;How do you feel when you say that?;Eliza;neutral
4;Amazing;Bubu;joy
4;How do you feel when you say that?;Eliza;neutral
5;I'm feeling great.;Bubu;joy
5;Do you enjoy being feeling great?;Eliza;neutral
6;Of course I do.;Bubu;neutral
6;I see.  And what does that tell you?;Eliza;neutral
7;That it's a wonderful day.;Bubu;joy
7;How do you feel when you say that?;Eliza;neutral
8;Very good really;Bubu;joy
8;very good really.;Eliza;neutral
9;Yes;Bubu;neutral
9;OK, but can you elaborate a bit?;Eliza;neutral
10;I had lunch with some friends;Bubu;neutral
10;Can you elaborate on that?;Eliza;neutral
11;I didn't see them in a while.;Bubu;sadness
11;you didn't see them in a while.;Eliza;neutral
12;No.;Bubu;neutral
12;Please tell me more.;Eliza;neutral
13;They are very busy.;Bubu;neutral
13;Very interesting.;Eliza;neutral
14;Yes.;Bubu;neutral
14;OK, but can you elaborate a bit?;Eliza;neutral
15;We all have our own responsibilities.;Bubu;neutral
15;How do you feel when you say that?;Eliza;neutral
16;Sad.;Bubu;sadness
16;I see.;Eliza;neutral
17;Yes.;Bubu;neutral
17;OK, but can you elaborate a bit?;Eliza;neutral
18;It's sad to have responsibilities.;Bubu;sadness
18;Very interesting.;Eliza;neutral
19;mm.;Bubu;neutral
19;How do you feel when you say that?;Eliza;neutral
20;Sad.;Bubu;sadness
20;I see.;Eliza;neutral
21;Yes.;Bubu;neutral
21;OK, but can you elaborate a bit?;Eliza;neutral
22;It's hard to be an adult.;Bubu;neutral
22;I see.;Eliza;neutral
23;Yes.;Bubu;neutral
23;OK, but can you elaborate a bit?;Eliza;neutral
24;No.;Bubu;neutral
24;Why do you say that no?;Eliza;neutral
25;I just did.;Bubu;neutral
25;you just did.;Eliza;neutral
26;Exactly.;Bubu;neutral
26;exactly.;Eliza;neutral
27;I'm glad I have friends to talk to!;Bubu;joy
27;How does being glad you have friends to talk to make you feel?;Eliza;neutral
28;It makes me feel great.;Bubu;joy
28;Let's change focus a bit... Tell me about your family.;Eliza;neutral
29;It's not a big family.;Bubu;neutral
29;Why do you say that it's not a big family?;Eliza;neutral
30;It's just my parents and me.;Bubu;neutral
30;Can you elaborate on that?;Eliza;neutral
31;I'm an only child.;Bubu;neutral
31;How does being an only child make you feel?;Eliza;neutral
32;Sad.;Bubu;sadness
32;How does that make you feel?;Eliza;neutral
33;Not good.;Bubu;sadness
33;Let's change focus a bit... Tell me about your family.;Eliza;neutral
34;They live far away.;Bubu;neutral
34;Let's change focus a bit... Tell me about your family.;Eliza;neutral
35;I just did.;Bubu;neutral
35;How does that make you feel?;Eliza;neutral
36;Frustrated.;Bubu;anger
36;frustrated.;Eliza;neutral
37;Yes;Bubu;neutral
37;You seem quite sure.;Eliza;neutral
38;I am.;Bubu;neutral
38;I see.  And what does that tell you?;Eliza;neutral
39;I'm not very patient.;Bubu;neutral
39;Why do you think you're not very patient?;Eliza;neutral
40;Because I am not.;Bubu;neutral
40;Is that the real reason?;Eliza;neutral
41;Who knows.;Bubu;neutral
41;How does that make you feel?;Eliza;neutral
42;I am not sure.;Bubu;neutral
42;Did you come to me because you are not sure?;Eliza;neutral
43;Yes;Bubu;neutral
43;You seem quite sure.;Eliza;neutral
44;am I?;Bubu;neutral
44;Please consider whether you can answer your own question.;Eliza;neutral
45;That's a very deep statement.;Bubu;neutral
45;I see.  And what does that tell you?;Eliza;neutral
46;Not much.;Bubu;neutral
46;Please tell me more.;Eliza;neutral
47;It's raining;Bubu;neutral
47;Very interesting.;Eliza;neutral
48;is it?;Bubu;neutral
48;Why do you ask that?;Eliza;neutral
49;Because rain is depressing.;Bubu;sadness
49;Is that the real reason?;Eliza;neutral
50;Yes.;Bubu;neutral
50;You seem quite sure.;Eliza;neutral
51;I am.;Bubu;neutral
51;Please tell me more.;Eliza;neutral
52;bye;Bubu;neutral
0;Hello Sarah. How are you feeling today?;Eliza;neutral
1;Sad;Sarah;sadness
1;I see.  And what does that tell you?;Eliza;neutral
2;I do not know, that there is something wrong with me?;Sarah;sadness
2;Why do you ask that?;Eliza;neutral
3;Because my mother thinks there is something wrong with me;Sarah;sadness
3;If your mother thinks there is something wrong with you, what else must be true?;Eliza;neutral
4;That I am mentally sick;Sarah;neutral
4;Can you elaborate on that?;Eliza;neutral
5;If I am feeling sad all the time, and I do not know why, I should have an mental illness;Sarah;neutral
5;How does that make you feel?;Eliza;neutral
6;Scared;Sarah;fear
6;How do you feel when you say that?;Eliza;neutral
7;That it is the truth;Sarah;neutral
7;that it is the truth.;Eliza;neutral
8;Maybe I should accept that and not be scared;Sarah;neutral
8;Please tell me more.;Eliza;neutral
9;I am feeling scared because if I have a mental illness I can not control my thaughts anymore;Sarah;fear
9;How do you feel about being feeling scared because if you have a mental illness you can not control your thaughts anymore?;Eliza;neutral
10;It gives me th eshivers;Sarah;fear
10;it gives you th eshivers.;Eliza;neutral
11;Yes;Sarah;neutral
11;You seem quite sure.;Eliza;neutral
12;I am feeling the shivers now;Sarah;fear
12;How do you feel about being feeling the shivers now?;Eliza;neutral
13;I dont kniw;Sarah;neutral
13;Why don't you kniw?;Eliza;neutral
14;Because it is a weird question, what do you want me to say?;Sarah;anger
14;What other reasons come to mind?;Eliza;neutral
15;I am also scared of how people will look at me;Sarah;fear
15;How do you feel about being also scared of how people will look at you?;Eliza;neutral
16;Also scared;Sarah;fear
16;Please tell me more.;Eliza;neutral
17;It is just scary ;Sarah;fear
17;If I told you that it probably isn't just scary, what would you feel?;Eliza;neutral
18;Confused;Sarah;surprise
18;I see.  And what does that tell you?;Eliza;neutral
19;I have not looked at it a different way;Sarah;neutral
19;Why do you tell me that you've not looked at it a different way?;Eliza;neutral
20;Because you are saying it is not scary, but it is to me;Sarah;fear
20;What other reasons come to mind?;Eliza;neutral
21;I do not like this;Sarah;anger
21;Can you elaborate on that?;Eliza;neutral
22;You are making me feel stupid;Sarah;sadness
22;Perhaps you would like me to be making you feel stupid.;Eliza;neutral
23;No I dont;Sarah;anger
23;Why do you say that no you dont?;Eliza;neutral
24;I hate feeling stupid;Sarah;anger
24;How does that make you feel?;Eliza;neutral
25;Angry;Sarah;anger
25;I see.;Eliza;neutral
26;So please do not make me angry;Sarah;disgust
26;Why do you say that so please do not make you angry?;Eliza;neutral
27;I do not like feeling angry;Sarah;anger
27;How do you feel when you say that?;Eliza;neutral
28;I dont know;Sarah;neutral
28;Why don't you know?;Eliza;neutral
29;Because it is not a feeling;Sarah;neutral
29;What other reasons come to mind?;Eliza;neutral
30;About what?;Sarah;neutral
30;Why don't you tell me?;Eliza;neutral
31;You asked the question;Sarah;neutral
31;Why do you care whether I asked the question?;Eliza;neutral
32;Because that means you know what you mean, I do not;Sarah;neutral
32;What other reasons come to mind?;Eliza;neutral
33;I think you are not helping;Sarah;anger
33;Do you really think so?;Eliza;neutral
34;Yes;Sarah;neutral
34;You seem quite sure.;Eliza;neutral
35;Yes;Sarah;neutral
35;You seem quite sure.;Eliza;neutral
36;Yes;Sarah;neutral
36;OK, but can you elaborate a bit?;Eliza;neutral
37;No;Sarah;neutral
37;Can you elaborate on that?;Eliza;neutral
38;No;Sarah;neutral
38;I see.;Eliza;neutral
39;Ok, I feel like we are going nowhere;Sarah;anger
39;How does that make you feel?;Eliza;neutral
40;Sad, I want some guidance;Sarah;sadness
40;sad, you want some guidance.;Eliza;neutral
41;Yes, and you are not giving me any;Sarah;anger
41;You seem quite sure.;Eliza;neutral
42;I am;Sarah;neutral
42;I see.  And what does that tell you?;Eliza;neutral
43;That you suck;Sarah;anger
43;How does that make you feel?;Eliza;neutral
44;Angry;Sarah;anger
44;How do you feel when you say that?;Eliza;neutral
45;Angry;Sarah;anger
45;Please tell me more.;Eliza;neutral
46;I wanted you to help me, but maybe you can't;Sarah;disgust
46;Let's change focus a bit... Tell me about your family.;Eliza;neutral
47;My mother is depressed and my father left us when I was young;Sarah;sadness
47;Why do you say that your mother is depressed and your father left us when you were young?;Eliza;neutral
48;Bacause that is what happened;Sarah;neutral
48;I see.;Eliza;neutral
49;My mother became depressed when father left;Sarah;sadness
49;I see, your mother became depressed when father left.;Eliza;neutral
50;Yes, so that is a while now;Sarah;neutral
50;You seem quite sure.;Eliza;neutral
51;I am;Sarah;neutral
51;Very interesting.;Eliza;neutral
52;bye;Sarah;neutral
0;Hello Anne. How are you feeling today?;Eliza;neutral
1;I am feeling alright today, but haven't been feeling too good lately;Anne;sadness
1;How long have you been feeling alright today, but haven't been feeling too good lately?;Eliza;neutral
2;I think overall I have been feeling sad for a year.;Anne;sadness
2;But you're not sure overall you have been feeling sad for a year?;Eliza;neutral
3;No I am sure that I feel sad, however some days I also feel alright;Anne;sadness
3;Can you elaborate on that?;Eliza;neutral
4;So, I have been married for 5 years. The first 4 years were great and I was very happy. However the last year things started going bad with my husband;Anne;sadness
4;Why do you say that so, you have been married for 5 years. the first 4 years were great and you were very happy. however the last year things started going bad with your husband?;Eliza;neutral
5;Well he started acting different.;Anne;neutral
5;Very interesting.;Eliza;neutral
6;Yes, he used to communicate with me about everything that he was doing, but these days he is very secretive and it makes me feel a little angry;Anne;anger
6;You seem quite sure.;Eliza;neutral
7;yes because I ask him somedays where he is going and he does not reply;Anne;neutral
7;Let's change focus a bit... Tell me about your family.;Eliza;neutral
8;So, I married my husband 4 years ago and we were dating for 2 years before marrying. ;Anne;neutral
8;I see.;Eliza;neutral
9;But the last year I have been feeling frustrated because of him;Anne;anger
9;How do you feel when you say that?;Eliza;neutral
10;very sad, because I do not want to feel frustrated;Anne;sadness
10;How does that make you feel?;Eliza;neutral
11;sad;Anne;sadness
11;Very interesting.;Eliza;neutral
12;yes also I loved him very much during those 4 years;Anne;joy
12;Let's change focus a bit... Tell me about your family.;Eliza;neutral
13;so things were going very well, we went on dates, we met up frequently with friends and we spent a lot of quality time together.;Anne;joy
13;Can you elaborate on that?;Eliza;neutral
14;my husband and I used to spend a lot of time together but lately he can't seem to find any time for me or even his family;Anne;neutral
14;Very interesting.;Eliza;neutral
15;really? why?;Anne;neutral
15;Why do you ask that?;Eliza;neutral
16;nevermind;Anne;neutral
16;Can you elaborate on that?;Eliza;neutral
17;Cause I don't think it is interesting it makes me mad how he can't seem to make time for me;Anne;anger
17;Can you elaborate on that?;Eliza;neutral
18;but on the other hand I have a different problem.;Anne;neutral
18;Why do you say that but on the other hand you have a different problem?;Eliza;neutral
19;because while he was away I fell in love with someone else;Anne;joy
19;I see.  And what does that tell you?;Eliza;neutral
20;that the bond between my husband and I was never really that good.;Anne;neutral
20;Can you elaborate on that?;Eliza;neutral
21;If just a little time away from each other can make me fall in love with someone else, does that not mean that we didn't really love each other in the first place?;Anne;neutral
21;Please consider whether you can answer your own question.;Eliza;neutral
22;I believe so yes;Anne;neutral
22;Please tell me more.;Eliza;neutral
23;I had a feeling he might be cheating, so I think somewhere deep down I tried to take revenge in my own ways;Anne;anger
23;How does that make you feel?;Eliza;neutral
24;First it gave a feeling of contempt;Anne;joy
24;Why do you say that first it gave a feeling of contempt?;Eliza;neutral
25;because now I see that it doesn't really matter what he thinks;Anne;surprise
25;Very interesting.;Eliza;neutral
26;And after a while I really started to enjoy my time with my new partner;Anne;joy
26;How do you feel when you say that?;Eliza;neutral
27;a bit surprised actually;Anne;surprise
27;Let's change focus a bit... Tell me about your family.;Eliza;neutral
28;so I have a husband of 5 years and a secret partner of 6 months;Anne;neutral
28;Please tell me more.;Eliza;neutral
29;like I just told you.. I have been feeling a little surprised just now while writing;Anne;surprise
29;How does that make you feel?;Eliza;neutral
30;shocked because I didn't realize that my love for my new partner was this much;Anne;surprise
30;How do you feel when you say that?;Eliza;neutral
31;a bit fearfull;Anne;fear
31;I see.;Eliza;neutral
32;because I think this means that I have to divorce my husband;Anne;neutral
32;Very interesting.;Eliza;neutral
33;but my relationship with my new partner is not too serious so I don't know if its worth divorcing over;Anne;fear
33;I see.;Eliza;neutral
34;but I do realize now that I love him;Anne;joy
34;Please tell me more.;Eliza;neutral
35;While writing to you I realized that I love him more than I thought;Anne;joy
35;Let's change focus a bit... Tell me about your family.;Eliza;neutral
36;should I tell about my boyfriends family?;Anne;neutral
36;Perhaps the answer lies within yourself?;Eliza;neutral
37;my boyfriend has a daughter of 5 years;Anne;neutral
37;Can you elaborate on that?;Eliza;neutral
38;he has a daughter from his past relationship, but I haven't met her yet;Anne;neutral
38;How do you feel when you say that?;Eliza;neutral
39;a bit fearfull to meet her, but from what I hear she's a cute girl;Anne;fear
39;How do you feel when you say that?;Eliza;neutral
40;also a bit angry because I heard my boyfriend's ex partner left them;Anne;anger
40;Why do you say that also a bit angry because you heard your boyfriend's ex partner left them?;Eliza;neutral
41;I just feel disgusted. How can a mother leave her child and partner behind and also steal their money;Anne;disgust
41;How do you feel about your mother?;Eliza;neutral
42;my bond with my mom is great, but I was talking about my boyfriend's partner;Anne;joy
42;Very interesting.;Eliza;neutral
43;yes, she is a terrible person in my opinion;Anne;disgust
43;Let's change focus a bit... Tell me about your family.;Eliza;neutral
44;why do you keep asking about my family?;Anne;neutral
44;Perhaps the answer lies within yourself?;Eliza;neutral
45;my relationship with my family is great. I have a mother, father, and a little sister;Anne;joy
45;Tell me more about your mother.;Eliza;neutral
46;My mom is a nurse and she has been working for 20 years now;Anne;neutral
46;I see, your mom is a nurse and she has been working for 20 years now.;Eliza;neutral
47;yes exactly. A working mom;Anne;neutral
47;Very interesting.;Eliza;neutral
48;yes I look up to her a lot;Anne;joy
48;Let's change focus a bit... Tell me about your family.;Eliza;neutral
49;stop;Anne;neutral
0;Hello Alex. How are you feeling today?;Eliza;neutral
1;I'm not so good;Alex;sadness
1;Why do you think you're not so good?;Eliza;neutral
2;Because I attended a birthday party of my friend, Tony;Alex;joy
2;Is that the real reason?;Eliza;neutral
3;No. The real reason is that today is ended up with me taking my dog for a shower. That is exhausting.;Alex;sadness
3;Very interesting.;Eliza;neutral
4;My dog is named Stella.;Alex;neutral
4;Why do you say that your dog is named stella?;Eliza;neutral
5;We named her Stella when she was bought to our home as a puppy. That was 6 years ago.;Alex;neutral
5;Why do you say that we named her stella when she were bought to our home as a puppy. that were 6 years ago?;Eliza;neutral
6;We have been together for a long time;Alex;neutral
6;How do you feel when you say that?;Eliza;neutral
7;I feel surreal. It has been a long time. I didn't expect I can raise a puppy into this.;Alex;surprise
7;When do you usually feel surreal. it has been a long time. you didn't expect you can raise a puppy into this?;Eliza;neutral
8;I felt it when I the first time she helped me to fetch my hat;Alex;neutral
8;Let's change focus a bit... Tell me about your family.;Eliza;neutral
9;I live with my sister and parents.;Alex;neutral
9;Please tell me more.;Eliza;neutral
10;My sister is 3 years younger than me.;Alex;neutral
10;When your sister is 3 years younger than you, how do you feel?;Eliza;neutral
11;I feel lucky.;Alex;joy
11;When do you usually feel lucky?;Eliza;neutral
12;When I did something wrong and told my parents it was my sister;Alex;neutral
12;Please tell me more.;Eliza;neutral
13;Once I broke a plate in the dining room;Alex;sadness
13;Very interesting.;Eliza;neutral
14;And I tell my parents my sister did it.;Alex;neutral
14;How does that make you feel?;Eliza;neutral
15;Fortunately she's there;Alex;joy
15;Can you elaborate on that?;Eliza;neutral
16;The other day she threw all my homework into the pond one day before the deadline;Alex;anger
16;Why do you say that the other day she threw all your homework into the pond one day before the deadline?;Eliza;neutral
17;I was so panicked that I didn't manage to go to school;Alex;fear
17;Why do you say that you were so panicked that you didn't manage to go to school?;Eliza;neutral
18;I was afraid the teacher would punish me;Alex;fear
18;Please tell me more.;Eliza;neutral
19;My teacher in the primary was strict. She shouted at everyone who did a little bit things wrong;Alex;fear
19;I see, your teacher in the primary were strict. she shouted at everyone who did a little bit things wrong.;Eliza;neutral
20;Yes. But sometimes she is kind too;Alex;neutral
20;You seem quite sure.;Eliza;neutral
21;She took me home when I was six and got lost in the street. I was so grateful for seeing her.;Alex;surprise
21;Very interesting.;Eliza;neutral
22;Yes;Alex;neutral
22;OK, but can you elaborate a bit?;Eliza;neutral
23;One day when I was 10 years old, I was taken to the zoo in the spring camping;Alex;neutral
23;I see.;Eliza;neutral
24;We were observing the nature and out of a sudden there appeared a snake.;Alex;fear
24;How does that make you feel?;Eliza;neutral
25;I was scared;Alex;fear
25;Let's change focus a bit... Tell me about your family.;Eliza;neutral
26;My mom is good at making surprises.;Alex;neutral
26;I see, your mom is good at making surprises.;Eliza;neutral
27;Yes. In my graduation party of the high school, she made a cake which was the same as me;Alex;surprise
27;OK, but can you elaborate a bit?;Eliza;neutral
28;It was a rainy day;Alex;neutral
28;I see.;Eliza;neutral
29;I was a bit unhappy at first. Because I hate the ground to be muddy and slippery.;Alex;sadness
29;Can you elaborate on that?;Eliza;neutral
30;I used to fell down a lot on the muddy road;Alex;sadness
30;I see.;Eliza;neutral
31;But it turned sunny once the ceremony began;Alex;joy
31;How does that make you feel?;Eliza;neutral
32;It was out of my expectation;Alex;surprise
32;Please tell me more.;Eliza;neutral
33;My dog Stella was there too.;Alex;neutral
33;When your dog stella were there too, how do you feel?;Eliza;neutral
34;She played at the ground. She was happy;Alex;joy
34;Can you elaborate on that?;Eliza;neutral
35;She is covered with grass and mud. It's dog instinct, isn't it?;Alex;disgust
35;Why don't you tell me?;Eliza;neutral
36;Yes. Every dog would like to play in the muddy grass.;Alex;neutral
36;OK, but can you elaborate a bit?;Eliza;neutral
37;But we have to shower her after that. It's a loaded work.;Alex;sadness
37;Very interesting.;Eliza;neutral
38;Yes it is.;Alex;neutral
38;You seem quite sure.;Eliza;neutral
39;Of course. I kept her for over 10 years;Alex;neutral
39;Why do you say that of course. you kept her for over 10 years?;Eliza;neutral
40;My mom brought her home when I was 6 years old;Alex;neutral
40;When your mom brought her home when you were 6 years old, how do you feel?;Eliza;neutral
41;I was super excited! So was my sister;Alex;joy
41;Let's change focus a bit... Tell me about your family.;Eliza;neutral
42;My dad has a business. He sell shoes;Alex;neutral
42;Why do you say that your dad has a business. he sell shoes?;Eliza;neutral
43;I'm proud of him;Alex;joy
43;Do you enjoy being proud of him?;Eliza;neutral
44;yes;Alex;neutral
44;Can you elaborate on that?;Eliza;neutral
45;He sells shoes all over the world, basically trading with the Latin Americans.;Alex;neutral
45;Can you elaborate on that?;Eliza;neutral
46;Once he was sailing across the Pacific to deliver the shoes, there was a huge storm;Alex;fear
46;How do you feel when you say that?;Eliza;neutral
47;We all freaked out. ;Alex;fear
47;Please tell me more.;Eliza;neutral
48;It was a big relief for us hearing from him again.;Alex;surprise
48;Let's change focus a bit... Tell me about your family.;Eliza;neutral
49;I don't visit my other relatives often;Alex;neutral
49;Do you want to visit your other relatives often?;Eliza;neutral
50;Not really. They treated me badly when I was a kid;Alex;sadness
50;How does that make you feel?;Eliza;neutral
51;I was confused because I did nothing wrong;Alex;sadness
51;Very interesting.;Eliza;neutral
52;stop;Alex;neutral
