ID	Tweet	Label	Score
30571	@finkowska just rejoice if you get paid for it.	joy	0.375
30572	her; i want a playful relationship\nme; *kicks her off the couch*	joy	0.375
30573	#Talking about our #Problems is our greatest #Addiction\n\n#Break the #habit\n\nTalk about ur #Joys\n\n#quote #optimism #problemsolving #behappy	joy	0.375
30574	When your rewatching glee and break down in tears all over again. 😭😢 #glee	joy	0.375
30575	#food  #деньги #smile   microsoft_.net_framework_4.5.1_full_plus_by_gora	joy	0.375
30576	Tip 5: Don't worry about pleasing everyone. #TitanWisdom	joy	0.375
30577	@finkowska @PigletParker they happen. I expect your thumbs were all over the place in glee, interpreting my double negative.	joy	0.375
30578	Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut  #Whitegirlwednesday	joy	0.375
30579	@Devilligan It's a beautifully sincere balancing act of grief and hilarity.	joy	0.375
30580	@AllredMD @KerryCallen @thismanthispete Kirby's Black Panther in a cool animated panel.	joy	0.375
30581	@Bookselenaxxx @Hustler @Bookselenaxxx @Hustler \n👅💦👅💦👅💦👅💦👅💦👅that hot pussy unappetizing that delight	joy	0.375
30582	Cover it up with a smile, maybe it'll get better	joy	0.375
30583	Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ?  #missyou	joy	0.365
30584	@FoRDaYS14 😳 chewing what? #smile #arcdental #turlock	joy	0.365
30585	Laudrup and his evil white companions rejoice.	joy	0.360
30586	My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy	joy	0.360
30587	@JohnDotWhite I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s.	joy	0.360
30588	The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote	joy	0.360
30589	@elena_yip My random guesses for you! A potential Amelie, Kenneth of 30 Rock (but YA instead of TV) &amp; maybe w/ the optimism of Lara Jean?	joy	0.360
30590	@SloanTheOtaku Betelgeuse/Sloth was lively, dedicated and tenacious, Regulus/Greed is humbly content and Ley/Gluttony is starving hungry.	joy	0.360
30591	@Tomstarling86 He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end.	joy	0.360
30592	@GNRailUK There's gonna be street parties when you lot leave. Spontaneous rejoicing. Clowns.	joy	0.360
30593	@iamnotatwit Or did I lie and cut 5 years off my age to be young and spry and hire-able in Hollywood? #thegoldbergs	joy	0.360
30594	@CohenDS Yell, 'Bye, garbage!' cheerfully after it.	joy	0.360
30595	what happened to breezy	joy	0.360
30596	Love how cheerful that woman is about storing someone else's furniture for an eternity. I'd have sold it by now. #GrandDesigns	joy	0.360
30597	•Days!'\nHe was itching for a fight..itching for the exhilaration of battle, of almost getting defeated, the adrenaline pumping•\n@RojinHitto	joy	0.360
30598	the Lord turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected 	joy	0.354
30599	Be free and open and breezy! Enjoy! Things won't get any better so get used to it.	joy	0.354
30600	Lil reminder that my private account is a delight of shittalking and occasionally NSFW stuff! @AngryArchosaur	joy	0.354
30601	every day i have to think in my mind will this be pleasing to God. my decision making, the way i react, treat ppl, speak, am i pleasing God.	joy	0.354
30602	Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me	joy	0.354
30603	Follow me in instagram 1.0.7 #love #TagsForLikes #TFLers #tweegram #photooftheday #20likes #amazing #smile #follow4follow #like4like #look …	joy	0.354
30604	don't put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass	joy	0.354
30605	Athenian: When mirth is the order of the day, he ought to be honoured most who gives most mirth to the greatest number (Laws)	joy	0.354
30606	The birds chirp , the sun shines and the wind chimes chime. There was once a smile on this face.	joy	0.353
30607	@rantking just adding a little levity	joy	0.352
30608	@FoRDaYS14 😳 chewing what?  #arcdental #turlock	joy	0.352
30609	@MerenthaProphet - the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to -	joy	0.349
30610	@_haye_ optimism is he'll lose, that's actually a compromise :P	joy	0.346
30611	Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy #rejoice	joy	0.346
30612	@BrightPigSEO @BrightPigSEO we provide dignified and professional funerals at prices families can afford #satisfied clients #bright pig	joy	0.345
30613	#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote #optimism #problemsolving #behappy	joy	0.340
30614	#hate going to the doctor on so many levels but least I can go sleep with a #smile just watched #Dwight on live nation	joy	0.340
30615	Do not truck the delight; delight the truck.	joy	0.340
30616	@Blancalanka96 thought it'd be fun and it is not fun but on the bright side I don't have to fight for parking	joy	0.340
30617	Miami proficiency is like pleasing by what name miami beaches: pIkxb	joy	0.340
30618	@suavecitamay sparkling water is nice you know I tried it the other day	joy	0.340
30619	@gatewaypundit Mostly animated audience I'd bet...green sceen folk...the ones that don't need air..!	joy	0.340
30620	Today's realisation that it was the last time I watch swimming lesson cos I go back to work next week lead to a joyous bedtime. #worstoneyet	joy	0.340
30621	Pinterest one dessert... Next thing you know your pinning how to make 27 different visually pleasing mouth watering never gonna make sweets.	joy	0.340
30622	I'm worried someday I'll be yelling at my kids and they'll be confused about if or not I'm being serious 😭😭😭\n\nI'm too damn playful	joy	0.340
30623	@PeteSpencer007 Are you always so relentlessly positive? Your constantly cheerful optimistic disposition starts to grate after a while.	joy	0.340
30624	Mind if I tag along?' She asked cheerfully, sweeping a lock of hair behind her ear. 'I want to see if you've really got • @DitheringWizard	joy	0.340
30625	Pre-prepare direction plays hale and hearty situation an in child's evolvement: CMmyd	joy	0.340
30626	only time I am ever cheering for you Johnny	joy	0.340
30627	@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees	joy	0.333
30628	Being playful as shit😤	joy	0.333
30629	Final night shift coming up.  I won't miss it but I will miss my work pals and the hysterical laughter that gets us through the night	joy	0.333
30630	@ColMorrisDavis @rolling_2 @realDonaldTrump @pbump He's jubilant to hear the word that he probably uses in secret heard out loud.	joy	0.333
30631	@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? #optimism	joy	0.333
30632	I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out	joy	0.333
30633	@fillegrossiere @PeasParsley @tombrodude bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too	joy	0.333
30634	I take a strange delight from seeing mark Hughes struggle	joy	0.333
30635	@MalYoung @AngelicaMcD I hope to now see some levity, light, romance and happiness come Stitch and Abby's way after such a long hard road.	joy	0.333
30636	On the bright side with YouTube heroes leafy will finally get banned	joy	0.327
30637	myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more.	joy	0.327
30638	@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)	joy	0.327
30639	@KMunie7 @KaranEsch Helluva lot more animated than they were for the actual game &gt;.&lt;	joy	0.327
30640	backed pats -2.5 10/11 just before #pleasing	joy	0.327
30641	backed pats -2.5 10/11 just before 	joy	0.320
30642	Loading mirth out to be trusted websites: LKskQUfke	joy	0.320
30643	@FOXTV did you use the warblers set from glee on the @BONESonFOX episode about the acapella college kids?	joy	0.320
30644	If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' -Sherlock Holmes-	joy	0.320
30645	GKN so lively as well, mad quick	joy	0.320
30646	@AdamCimmering Boro are at the OS before then, they could give the stewards a good work out. Chelsea will get about 8k, will be lively.	joy	0.320
30647	@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees	joy	0.320
30648	i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;	joy	0.320
30649	Method into thin out assault corridor thine liveliness: cHd	joy	0.320
30650	@niceoneWern @Alotta_Pain the gleesome threesome	joy	0.320
30651	@eachus At least he's willing to discuss, better than most. That and keep the insults light with occasional levity or creative BS-ing,	joy	0.320
30652	@flutterpolitely she is from the heyday 80's -could go either way, writing should be stronger but don't know who will be sacrificed first	joy	0.320
30653	Stack up with porthole under way heyday through worthy of faith bull's-eye transportation services: moM	joy	0.320
30654	i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's	joy	0.312
30655	Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage	joy	0.312
30656	@hoemanda69 wtf is tenacious and jubilant	joy	0.312
30657	Dark, dense, and exhilarating come the finale, #HellOrHighWater is a gripping watch.	joy	0.312
30658	I wish there were unlimited glee episodes:( so I could watch them forever. #gleegoodbye	joy	0.312
30659	A not very young man compiled info on a smiling baby then a mattress created new evil.	joy	0.312
30660	Question for all the cheerleaders who ages out!!\nHow to I make my senior year of cheer more memorable	joy	0.312
30661	@_Kdddd drop some off at 1133 cheery	joy	0.312
30662	which always leads to the kind of hilarity average people will never experience - especially during breakups.	joy	0.312
30663	HMS Pinafore' time.\n\nI need some mirth.	joy	0.312
30664	@OrbsOfJoy plan a date... like a date u find pleasing or smth. fuckign\n\n10/10. because the child will grow to be a ten out of ten	joy	0.311
30665	@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice	joy	0.308
30666	@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears 	joy	0.304
30667	@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel	joy	0.300
30668	If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes	joy	0.300
30669	@mehnazt @Mel_Harder I live a life devoid of mirth. Come to think of it, there aren't enough taco bowls in my life, either.	joy	0.300
30670	Watch this amazing live.ly broadcast by @haythatjamile8 #lively #musically	joy	0.294
30671	@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? #optimism	joy	0.292
30672	@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's accurate	joy	0.292
30673	don't be with some just because they try to drown you in gifts. be with someone who makes you truly happy, without the materialistic things.	joy	0.292
30674	With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum	joy	0.292
30675	All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right now?\n#lufc	joy	0.292
30676	@FlannelJedi This is why I drink and watch You're the Worst as a way to cheer myself up.	joy	0.292
30677	Sometimes he likes to ride arround on people's shoulders or drop on them unexpectedly from vents or doorjambs. Like a big, gleeful spider.	joy	0.292
30678	@crumpledlinen he chirp	joy	0.292
30679	You have to find a way to top yourself. 	joy	0.292
30680	cluck cluck cluck, wolf wolf wolf , chirp chirp chirp is all I ever hear.	joy	0.292
30681	@LeBatardShow #heyday Race war 2016	joy	0.292
30682	@buzzlightbeard2 If you don't love yourself... Honesty is the best policy 	joy	0.292
30683	listening to the Oblivion score, drinking coffee, researching for new sci-fi animated project.	joy	0.288
30684	@lilymooregrant u used to chirp me for drinking it u hoe	joy	0.288
30685	@CNN &amp; @donlemon must be rejoicing ovet #Charlotte protests. \n#NorthCarolina	joy	0.280
30686	342:147 And waxen in their mirth, and neeze, and swear\nA merrier hour was never wasted there.--\n#AMNDBots	joy	0.280
30687	@SXMUrbanView @karenhunter @CousinSyl you are so wrong for this!needed levity after that recording	joy	0.280
30688	smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(	joy	0.280
30689	@honevbee close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead	joy	0.280
30690	Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. 	joy	0.280
30691	Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down	joy	0.279
30692	Positive #psychology research shows salespeople who score in the top 10% for #optimism have 88% &gt; sales than those in top 10% for pessimism.	joy	0.274
30693	Tend the sick, Lord Christ; give rest to the weary, bless the dying, soothe the suffering, pity the afflicted, shield the joyous;	joy	0.271
30694	Never make a #decision when you're #angry and never make a #promise when you're . #wisewords	joy	0.271
30695	A 'non-permissive environment' is also called a 'battleground' - #MilSpeak 	joy	0.271
30696	No, just tweet pictures of four fictional characters who describe you. One should be an animated character. @sunshinessp411	joy	0.271
30697	@israelradioguy @WearingWelcome @SkipBaylessSux U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it	joy	0.271
30698	Meanwhile, the so-called M’s fans sit there knitting or sleeping not sure which but they certainly aren’t cheering like the other teams fans	joy	0.271
30699	@musicfae15 [He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who &gt;	joy	0.271
30700	One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look confused	joy	0.271
30701	@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds 	joy	0.271
30702	Fee otherwise tricks: palm oil delegation mt jaunty resident: TZxCHLdAQ	joy	0.269
30703	@TheBarmyArmy all the optimism...	joy	0.263
30704	The bounty hunter things a bit lively	joy	0.262
30705	@Spotted_H0rse I'm spry, though	joy	0.260
30706	mirana told me to shut up when i was singing along to glee...	joy	0.260
30707	The Quarterback' wrecks me every time.. 	joy	0.260
30708	A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally	joy	0.259
30709	@ryanwilson2015 That's why compatibility is key as it lowers hedonic volatility.	joy	0.250
30710	Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy	joy	0.250
30711	god, Facebook's design has started to remind me of MySpace in its heyday	joy	0.250
30712	Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday 	joy	0.250
30713	Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism	joy	0.250
30714	@EngrNabeeel then rejoicing now is a lil' bit prematured dont you think🤔🤔🤔	joy	0.250
30715	it's so breezy out today, i can't go to back to school night with bare legs like i've had all day	joy	0.250
30716	@jellzybean cheer up punkin'	joy	0.250
30717	@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner? 	joy	0.250
30718	I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.	joy	0.250
30719	@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another	joy	0.250
30720	Light of day per heyday popularization backfire cinematography: XUcQb	joy	0.250
30721	@peachkellipop the whole thread is jovial and fun and then this comment is like FULL of misogyny	joy	0.245
30722	@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. 	joy	0.240
30723	@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? 	joy	0.240
30724	Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy 	joy	0.240
30725	@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?	joy	0.240
30726	@berniedole looks that way. But let's think about Rohan last week ... #optimism	joy	0.237
30727	At 12:01, Tumblr became sentient. At 1.:02, Tumblr posted gn animated gif about it. At 12:03, Tumblr shipped itself.	joy	0.235
30728	#LMFAO @MSNBC 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence  #libtard #biasedmedia #neverHillary	joy	0.231
30729	Research has determined 70% of #laughter is actually #anxiety.	joy	0.231
30730	@NebulaJoker No, they aren't. Episodes are animated during the week before they air.	joy	0.231
30731	@iyaycruz lets see chirp	joy	0.231
30732	Val is far too cheery for my liking ✋🏻	joy	0.229
30733	But i'll be a pity. 🐑 #lively	joy	0.229
30734	When your rewatching glee and break down in tears all over again. 😭😢 	joy	0.229
30735	Does anyone remember a movie that is animated in the late 70's called Shame of the Jungle John Bulushi was in it wild if that's your taste	joy	0.229
30736	@ItWontCostMuch_ 'Bed done... floor will be done last... curtains! A-hah!' She tried to sound all happy and cheery but she really wasn't.--	joy	0.229
30737	@weebtard sparkling water wyd	joy	0.229
30738	The #house no longer echoes with our #laughter. We light up our #memories of the #home and sit in the cold, #waiting. #amwriting #nostalgia	joy	0.229
30739	@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? 	joy	0.229
30740	#OneSimpleChange: Drink sparkling water instead of soft drinks to steer clear of fructose while still getting a refreshing carbonation kick.	joy	0.227
30741	Dear everyone at HSSU, stop walking with your phones up so I can smile and wave at you and you can smile and wave back :(	joy	0.225
30742	$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.	joy	0.220
30743	Gas prices are hilarious. Cause they're simultaneously super subsidised and taxed	joy	0.220
30744	.@POTUS Obama describes his temperament as 'steady &amp; on the buoyant side.'	joy	0.220
30745	Early morning cheerfulness can be extremely obnoxious #ALDUB62ndWeeksary	joy	0.212
30746	Check out this #film Robocoq 301  #shortfilms	joy	0.212
30747	Rap that will Cut other raper's throat. Who said that? @Paedeezy #badd #wicked. #bright city lights	joy	0.212
30748	Who actually chooses to drink sparkling water 🤔	joy	0.208
30749	f breezy	joy	0.208
30750	@bear_ing you asshole... you made me sexually attacked to a animated bear :-P	joy	0.208
30751	Hey @AppleSupport, would be nice to have “click to pause” or “pause when window inactive” on animated GIFs for macOS Messages app	joy	0.208
30752	@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me  #itsagunalright	joy	0.208
30753	my haters are like crickets. they chirp all day but when I walk past them they shut the fuck up.- @DritaDavanzo (my idol)	joy	0.208
30754	@TheDemocrats dilemma, blaiming everything on the Bushes, but acting gleeful over their endorsement. #Election2016 #Trump	joy	0.208
30755	@rubeseatsinfo from here, it's but a short step to biweekly Community Meetings over a hearty meal of soy flakes	joy	0.208
30756	The joyful tambourines have ceased. The noise of the jubilant has stopped. The joyful lyre has ceased. -Isaiah 24:8	joy	0.208
30757	noah fence but i want a harley quinn or blake lively layout	joy	0.207
30758	I truly believe in my heart right now that Satan is rejoicing because we are all against one another	joy	0.204
30759	Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power'	joy	0.200
30760	@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate Blacks?	joy	0.200
30761	@TheVulcanSalute , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.	joy	0.200
30762	I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky	joy	0.192
30763	@alphavenger all chuck seasons, she had that one bright spot with dan, where she was allowed to be smart and kind //and// fashionable	joy	0.189
30764	@BbeautifulSoul_ u always gotta attitude tho ... 😕 cheer up	joy	0.188
30765	Oh that cheery fucking note, good night shit heads X	joy	0.188
30766	categ than GEN &amp;OBC it cost only 100 or nill .i am not against the reservation and i support it,sir minimize the fees #bright fut @PMOIndia	joy	0.188
30767	@ClvlndK8 It's so sad! There's always such optimism with a new year. This is...not good. @BuckshotBandit1 @dapostrophearcy	joy	0.188
30768	Shanghais chief distracting levity pampa - proper dingle carry away: uUDQujcia	joy	0.180
30769	@govph I would like to know about the source of The President's optimism about running the country. I wonder if he can answer my curiosity.	joy	0.180
30770	Unixware skydrive-cokie hearty exactment blame online: HEpHXhO	joy	0.180
30771	@__Dayo yall dont feel bad.. you are rejoicing... it is what itnis... its always #ColtsNation even when we have 6th string DBs playing 😔😔	joy	0.180
30772	Harking back to 2012 - DT's challenge to @POTUS...I will give...DT a hearty thank you...if he will release his tax returns....	joy	0.179
30773	So much news about Pakistan, Afghanistan, etc. We need more cheery news about Frybread Stands!!! Everyone in media just so grim.	joy	0.173
30774	remember when glee did a take me or leave me cover but it was between two girls who werent even friends why did that do that	joy	0.167
30775	I need a bit of #GBBO to cheer me up after a terrible day!	joy	0.167
30776	Logically speaking, this can't be the worst I've ever felt and even if it was then its passing will still be a joyous occasion	joy	0.167
30777	I hate when I try to be playful and get shut down lol ...Why so serious🙁	joy	0.167
30778	As a photographer this portrait shooting mode on the iPhone 7 Plus is going to frustrate me ~75% of the time but delight ~25% of the time.	joy	0.161
30779	Apparently all the money in the world can't buy a single person to tell you not give your own waist a hearty two-handed pinch while onstage.	joy	0.160
30780	People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to.	joy	0.160
30781	Inquiries into alleged abuses by UK troops in Afghanistan and Iraq and data suggesting a buoyant post-Brexit economy makes the front pages.	joy	0.160
30782	Pinky is so funny n jovial, bt she got emotional n just brought me 2 tears. I felt so bad for her #Ishqbaaaz	joy	0.160
30783	@faithstrust @TheeCurrentYear imagine being this stupid for trying to chirp because of some racist prick.	joy	0.154
30784	i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses	joy	0.148
30785	sparkling or still? #terribledebatequestions	joy	0.146
30786	Life izn't about pleasing each others...😕\n\n#hell #with #pleasing	joy	0.146
30787	@debutemma I dont have to sit here and take this from u spry young children	joy	0.146
30788	You don't smile and you say you're in love, but that's why I don't love	joy	0.146
30789	@iamglenn35 the forth character? No... not gleeful enough...	joy	0.146
30790	@emilyycos the other 26 was last night at 2am while i watched the balls i animated bounce for 20 minutes figuring out what was wrong	joy	0.146
30791	I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to	joy	0.144
30792	Feelings got cheated when I mistook the sparkling ribena to be the normal ribena......	joy	0.140
30793	@david_garrett Quite saddened.....no US dates, no joyous anticipation of attending a DG concert (since 2014). Happy you are keeping busy.	joy	0.140
30794	@aradsliff don't know I'm from nj we are the worst on purpose. 	joy	0.139
30795	Turns out 'it' wasn't even anything to be concerned about at all. Im happy and a bit frustrated it took so long to get this answer.	joy	0.135
30796	@berniedole looks that way. But let's think about Rohan last week ... 	joy	0.131
30797	half day tuhday but nah for glee 😭	joy	0.125
30798	Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas 	joy	0.125
30799	@LaurenBrierley2 sparkling water = death	joy	0.125
30800	As the birds begin to chirp, I try to sleep. #Jetlag	joy	0.120
30801	When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u	joy	0.120
30802	Wanted to get him a cake with sparkling candles but he doesn't like cake😒😒. Ruins everything	joy	0.104
30803	@AdsByFlaherty And you're cheerfully defending a group of unchecked, armed thugs who've shown a history of racism, violence, and lies.	joy	0.104
30804	Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance. #optimism	joy	0.104
30805	@Onision @Eugenia_Cooney annoyed by the good loving fans of Onision including myself Is really annoyed at how people just are too cheerful.	joy	0.104
30806	With a jovial Trump on his ass, Don King just publicly told a crowd that 'We need [him] because you will always be a nigger.'  #FuckTrump	joy	0.104
30807	Your glee filled Normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today.	joy	0.100
30808	@torbalan I still have some shred of optimism. It's rapidly disappearing however...	joy	0.100
30809	Studying the phases of oscillation. How jovial. 😐🔫	joy	0.100
30810	@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.	joy	0.100
30811	It is too fucking bright &amp; too fucking hot outside	joy	0.096
30812	Quinn's short hair makes me sad. 	joy	0.083
30813	But i'll be a pity. 🐑 	joy	0.083
30814	Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance. 	joy	0.075
30815	The abysmal ignorance, frivolity and levity of the Italian priests stupefied him.' - Roland Bainton on Luther, #ReformationDay	joy	0.062
30816	@SenJohnMcCain @WSJ an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD!	joy	0.062
30817	Seriously @marksandspencer I'm sick and grumpy and the only thing that's gonna cheer me up is ordering my xmas food, when's it going up? 😢	joy	0.060
30818	It's just the lack of company and liveliness out here that makes me bored.	joy	0.058
30819	Quinn's short hair makes me sad. #glee	joy	0.040
30820	hate overthinking e v e r y t h i n g like i jus' wanna be happy pls	joy	0.040
30821	People who cheer for sports teams completely outside of New Jersey or PA piss me off	joy	0.020
30822	@DamnPatriot You're a POS for rejoicing in someone's death.	joy	0.019
40000	Depression sucks! #depression	sadness	0.958
40001	Feeling worthless as always #depression	sadness	0.958
40002	Feeling worthless as always 	sadness	0.958
40003	My #Fibromyalgia has been really bad lately which is not good for my mental state. I feel very overwhelmed #anxiety #bipolar #depression	sadness	0.946
40004	Im think ima lay in bed all day and sulk. Life is hitting me to hard rn	sadness	0.934
40005	So when I try I fail... and when I don't try... I still fail... #confused and #lost	sadness	0.917
40006	Extreme sadness	sadness	0.917
40007	my life in one word is depressing	sadness	0.917
40008	Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression	sadness	0.917
40009	Feel so grim + ugly atm	sadness	0.896
40010	Honestly depression is kicking my ass lately.. 😔	sadness	0.896
40011	At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice	sadness	0.896
40012	After 3 idk why I start feeling so depress, sad and lonely.	sadness	0.896
40013	I sulk too much for my own good.	sadness	0.896
40014	A night where depression is winning... #depression #fml #help	sadness	0.896
40015	Going home is depressing	sadness	0.896
40016	We can't even grieve over one black body before another one pops up due to pig brutality	sadness	0.892
40017	It's a gloomy ass day	sadness	0.888
40018	@Fra93_bruno wow I'm just really sadden by that. Terrible	sadness	0.875
40019	My heads still in Ibiza but my body is sat at me desk at work #depressing	sadness	0.875
40020	@Ashleyavitia_ don't leave me #sad	sadness	0.875
40021	Depression sucks! 	sadness	0.875
40022	It's been a week of awful connectivity with @TMobile no service or only 4G is not what Im paying for. #unhappy #poorservice	sadness	0.870
40023	This the most depressing shit ever	sadness	0.861
40024	Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch	sadness	0.854
40025	@TMobileHelp my service is down in Cleveland, OH. What's going on? #unhappy	sadness	0.854
40026	What a sad evening - clearing out all of Harvey's cage and belongings. Now so final. Goodbye my little man.... #depressing	sadness	0.854
40027	When you have 15 doe run the opposite side of you 🙁 #depression	sadness	0.854
40028	The moment of the day when you have to start to plaster a smile in your face. #depression	sadness	0.854
40029	I hate when it's gloomy outside because it always gets me in a depressing mood	sadness	0.839
40030	People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day	sadness	0.833
40031	@FlakeJay ring ring! #depression is here	sadness	0.833
40032	It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable #unhappy	sadness	0.833
40033	@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs	sadness	0.833
40034	| At home sick... 🎼The blues🎼 won't cure it so I need ideas 🎸😭 | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa	sadness	0.833
40035	I wouldn't wish anxiety and depression even on the worst of people. It's not fun. #anxiety #depression	sadness	0.833
40036	sorry Main twitter im in depress	sadness	0.833
40037	@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate #despair	sadness	0.833
40038	come to the funeral tomorrow at 12 to mourn the death of my gpa	sadness	0.833
40039	@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression	sadness	0.833
40040	After spending £450 @Debenhams I was offered a £5 voucher. I asked if I could spend it at weekend? Was told 'no valid today only' #unhappy	sadness	0.814
40041	Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged 😪	sadness	0.812
40042	depress 😭	sadness	0.812
